episode,episode_return,episode_length,env_steps,items_collected_total,fraction_items_collected,unique_cells_visited,coverage_fraction,mean_pairwise_dist,success,agent0_items,agent1_items,agent2_items,agent3_items,agent0_dist,agent1_dist,agent2_dist,agent3_dist,freq_up,freq_down,freq_left,freq_right,freq_stay
511,3.5999999999999996,10,92536,4,1.0,28,0.28,8.666666666666666,1,0,0,0,0,12.0,11.0,10.0,15.0,3,17,12,3,5
512,2.1999999999999984,45,92716,4,1.0,44,0.44,9.333333333333334,1,0,0,0,0,26.0,35.0,42.0,37.0,57,24,34,50,15
513,3.6799999999999997,8,92748,4,1.0,19,0.19,8.833333333333334,1,0,0,0,0,13.0,15.0,7.0,8.0,11,4,4,8,5
514,-2.3600000000000043,159,93384,4,1.0,59,0.59,10.166666666666666,1,0,0,0,0,122.0,140.0,131.0,123.0,145,95,190,178,28
515,3.7199999999999998,7,93412,4,1.0,16,0.16,6.0,1,0,0,0,0,11.0,15.0,11.0,12.0,8,3,7,4,6
516,3.6399999999999997,9,93448,4,1.0,21,0.21,8.166666666666666,1,0,0,0,0,7.0,12.0,12.0,12.0,3,11,8,8,6
517,2.3599999999999985,41,93612,4,1.0,57,0.57,7.0,1,0,0,0,0,32.0,37.0,43.0,41.0,44,40,35,25,20
518,3.5599999999999996,11,93656,4,1.0,23,0.23,9.5,1,0,0,0,0,15.0,15.0,17.0,16.0,17,8,11,2,6
519,3.3999999999999995,15,93716,4,1.0,39,0.39,7.833333333333333,1,0,0,0,0,18.0,18.0,23.0,17.0,18,12,17,7,6
520,2.759999999999999,31,93840,4,1.0,45,0.45,9.666666666666666,1,0,0,0,0,29.0,33.0,35.0,32.0,35,31,28,22,8
521,2.2399999999999984,44,94016,4,1.0,57,0.57,8.333333333333334,1,0,0,0,0,57.0,36.0,45.0,48.0,41,37,39,50,9
522,-5.000000000000005,200,94816,3,0.75,66,0.66,9.0,0,0,0,0,0,96.0,163.0,182.0,85.0,168,278,110,179,65
523,3.76,6,94840,4,1.0,15,0.15,7.833333333333333,1,0,0,0,0,5.0,7.0,9.0,14.0,6,3,3,7,5
524,3.2399999999999993,19,94916,4,1.0,31,0.31,8.666666666666666,1,0,0,0,0,23.0,23.0,21.0,22.0,14,24,18,14,6
525,1.639999999999998,59,95152,4,1.0,46,0.46,6.833333333333333,1,0,0,0,0,45.0,58.0,36.0,44.0,58,85,26,52,15
526,3.4799999999999995,13,95204,4,1.0,30,0.3,10.166666666666666,1,0,0,0,0,13.0,13.0,18.0,10.0,11,9,10,15,7
527,3.3999999999999995,15,95264,4,1.0,29,0.29,6.166666666666667,1,0,0,0,0,13.0,19.0,17.0,29.0,17,10,14,10,9
528,-0.16000000000000258,104,95680,4,1.0,58,0.58,9.666666666666666,1,0,0,0,0,62.0,53.0,85.0,91.0,101,66,147,70,32
529,3.5199999999999996,12,95728,4,1.0,24,0.24,8.166666666666666,1,0,0,0,0,19.0,14.0,20.0,14.0,6,16,14,7,5
530,3.7199999999999998,7,95756,4,1.0,19,0.19,7.333333333333333,1,0,0,0,0,11.0,13.0,6.0,13.0,3,8,0,10,7
531,3.6799999999999997,8,95788,4,1.0,20,0.2,3.8333333333333335,1,0,0,0,0,10.0,8.0,11.0,14.0,6,6,11,5,4
532,2.04,49,95984,4,1.0,42,0.42,9.166666666666666,1,0,0,0,0,27.0,39.0,48.0,24.0,32,66,36,38,24
533,3.84,4,96000,4,1.0,11,0.11,6.333333333333333,1,0,0,0,0,5.0,5.0,8.0,13.0,4,3,1,4,4
534,0.8799999999999979,78,96312,4,1.0,66,0.66,7.666666666666667,1,0,0,0,0,77.0,67.0,72.0,64.0,82,83,78,50,19
535,1.8799999999999981,53,96524,4,1.0,53,0.53,7.666666666666667,1,0,0,0,0,51.0,57.0,43.0,43.0,58,56,51,26,21
536,3.6399999999999997,9,96560,4,1.0,21,0.21,8.5,1,0,0,0,0,13.0,14.0,14.0,16.0,12,3,13,2,6
537,3.5999999999999996,10,96600,4,1.0,26,0.26,5.666666666666667,1,0,0,0,0,12.0,10.0,10.0,15.0,4,6,14,6,10
538,3.8,5,96620,4,1.0,14,0.14,3.3333333333333335,1,0,0,0,0,11.0,11.0,13.0,9.0,1,5,6,4,4
539,3.1999999999999993,20,96700,4,1.0,32,0.32,9.0,1,0,0,0,0,24.0,24.0,21.0,19.0,22,21,11,14,12
540,3.7199999999999998,7,96728,4,1.0,16,0.16,4.5,1,0,0,0,0,11.0,12.0,17.0,19.0,10,2,4,7,5
541,3.5999999999999996,10,96768,4,1.0,30,0.3,10.666666666666666,1,0,0,0,0,16.0,9.0,8.0,10.0,8,16,9,3,4
542,3.7199999999999998,7,96796,4,1.0,17,0.17,7.5,1,0,0,0,0,10.0,13.0,10.0,14.0,7,5,3,9,4
543,2.799999999999999,30,96916,4,1.0,35,0.35,7.5,1,0,0,0,0,27.0,31.0,27.0,27.0,30,25,23,26,16
544,3.5599999999999996,11,96960,4,1.0,25,0.25,5.333333333333333,1,0,0,0,0,14.0,19.0,10.0,12.0,7,12,12,8,5
545,3.1999999999999993,20,97040,4,1.0,37,0.37,6.666666666666667,1,0,0,0,0,21.0,24.0,21.0,22.0,9,25,20,15,11
546,3.7199999999999998,7,97068,4,1.0,16,0.16,7.833333333333333,1,0,0,0,0,16.0,7.0,6.0,8.0,9,1,5,7,6
547,3.6799999999999997,8,97100,4,1.0,17,0.17,7.666666666666667,1,0,0,0,0,18.0,18.0,7.0,16.0,5,5,15,3,4
548,3.6799999999999997,8,97132,4,1.0,21,0.21,7.333333333333333,1,0,0,0,0,10.0,18.0,14.0,20.0,4,6,4,13,5
549,1.3599999999999979,66,97396,4,1.0,70,0.7,8.5,1,0,0,0,0,68.0,57.0,56.0,54.0,57,63,62,54,28
550,3.76,6,97420,4,1.0,16,0.16,5.166666666666667,1,0,0,0,0,14.0,14.0,10.0,12.0,4,5,5,2,8
551,3.76,6,97444,4,1.0,17,0.17,5.5,1,0,0,0,0,10.0,7.0,9.0,8.0,4,3,9,0,8
552,3.5999999999999996,10,97484,4,1.0,23,0.23,8.166666666666666,1,0,0,0,0,9.0,19.0,15.0,11.0,5,12,4,12,7
553,2.4399999999999986,39,97640,4,1.0,43,0.43,7.0,1,0,0,0,0,44.0,31.0,37.0,29.0,33,48,22,25,28
554,3.5599999999999996,11,97684,4,1.0,28,0.28,6.833333333333333,1,0,0,0,0,13.0,12.0,21.0,21.0,4,17,6,13,4
555,3.5599999999999996,11,97728,4,1.0,24,0.24,3.8333333333333335,1,0,0,0,0,15.0,19.0,12.0,16.0,6,13,8,8,9
556,2.999999999999999,25,97828,4,1.0,44,0.44,7.0,1,0,0,0,0,25.0,19.0,20.0,27.0,21,21,20,20,18
557,3.84,4,97844,4,1.0,10,0.1,7.333333333333333,1,0,0,0,0,5.0,13.0,14.0,12.0,3,4,4,1,4
558,3.7199999999999998,7,97872,4,1.0,18,0.18,6.166666666666667,1,0,0,0,0,14.0,16.0,7.0,10.0,7,5,7,4,5
559,3.3199999999999994,17,97940,4,1.0,31,0.31,6.5,1,0,0,0,0,19.0,14.0,16.0,17.0,9,16,20,11,12
560,3.6799999999999997,8,97972,4,1.0,21,0.21,6.833333333333333,1,0,0,0,0,20.0,15.0,9.0,14.0,3,14,5,4,6
561,3.6399999999999997,9,98008,4,1.0,23,0.23,8.666666666666666,1,0,0,0,0,12.0,12.0,16.0,9.0,2,9,7,12,6
562,3.4399999999999995,14,98064,4,1.0,27,0.27,6.5,1,0,0,0,0,21.0,11.0,17.0,18.0,6,16,9,12,13
563,3.1999999999999993,20,98144,4,1.0,39,0.39,9.333333333333334,1,0,0,0,0,15.0,31.0,20.0,19.0,12,20,19,17,12
564,3.119999999999999,22,98232,4,1.0,41,0.41,8.166666666666666,1,0,0,0,0,31.0,23.0,30.0,25.0,17,25,23,13,10
565,2.719999999999999,32,98360,4,1.0,50,0.5,8.333333333333334,1,0,0,0,0,41.0,32.0,29.0,35.0,33,28,29,24,14
566,3.6399999999999997,9,98396,4,1.0,28,0.28,9.0,1,0,0,0,0,19.0,14.0,15.0,10.0,7,9,4,11,5
567,3.76,6,98420,4,1.0,19,0.19,5.833333333333333,1,0,0,0,0,10.0,12.0,8.0,15.0,6,3,8,3,4
568,3.4399999999999995,14,98476,4,1.0,27,0.27,9.833333333333334,1,0,0,0,0,12.0,18.0,11.0,17.0,13,15,8,11,9
569,3.3199999999999994,17,98544,4,1.0,41,0.41,7.666666666666667,1,0,0,0,0,22.0,22.0,29.0,20.0,5,24,14,15,10
570,3.3999999999999995,15,98604,4,1.0,30,0.3,6.666666666666667,1,0,0,0,0,17.0,16.0,20.0,17.0,15,16,12,8,9
571,3.7199999999999998,7,98632,4,1.0,13,0.13,6.0,1,0,0,0,0,10.0,14.0,12.0,6.0,4,14,0,6,4
572,3.1599999999999993,21,98716,4,1.0,37,0.37,9.166666666666666,1,0,0,0,0,19.0,19.0,18.0,19.0,16,21,18,11,18
573,3.5199999999999996,12,98764,4,1.0,24,0.24,7.833333333333333,1,0,0,0,0,8.0,12.0,21.0,11.0,9,9,6,14,10
574,3.3199999999999994,17,98832,4,1.0,35,0.35,6.666666666666667,1,0,0,0,0,22.0,19.0,25.0,17.0,11,14,15,14,14
575,3.3999999999999995,15,98892,4,1.0,32,0.32,5.666666666666667,1,0,0,0,0,14.0,18.0,14.0,18.0,18,9,13,12,8
576,3.4399999999999995,14,98948,4,1.0,37,0.37,8.166666666666666,1,0,0,0,0,12.0,21.0,20.0,22.0,12,12,19,8,5
577,3.5199999999999996,12,98996,4,1.0,29,0.29,5.666666666666667,1,0,0,0,0,14.0,13.0,18.0,14.0,5,13,18,5,7
578,3.5599999999999996,11,99040,4,1.0,23,0.23,7.333333333333333,1,0,0,0,0,17.0,13.0,10.0,18.0,10,4,9,15,6
579,3.7199999999999998,7,99068,4,1.0,17,0.17,7.0,1,0,0,0,0,10.0,14.0,8.0,12.0,2,9,7,5,5
580,3.4799999999999995,13,99120,4,1.0,33,0.33,4.833333333333333,1,0,0,0,0,13.0,14.0,15.0,17.0,2,17,13,11,9
581,3.8,5,99140,4,1.0,15,0.15,5.166666666666667,1,0,0,0,0,10.0,12.0,5.0,3.0,1,5,1,9,4
582,3.7199999999999998,7,99168,4,1.0,17,0.17,8.166666666666666,1,0,0,0,0,10.0,8.0,10.0,14.0,6,3,6,7,6
583,3.4799999999999995,13,99220,4,1.0,28,0.28,7.666666666666667,1,0,0,0,0,18.0,17.0,14.0,20.0,6,17,12,10,7
584,3.5199999999999996,12,99268,4,1.0,27,0.27,9.666666666666666,1,0,0,0,0,17.0,17.0,11.0,13.0,7,15,10,7,9
585,2.959999999999999,26,99372,4,1.0,42,0.42,8.5,1,0,0,0,0,20.0,28.0,33.0,32.0,22,30,19,19,14
586,3.6799999999999997,8,99404,4,1.0,19,0.19,5.333333333333333,1,0,0,0,0,15.0,11.0,8.0,11.0,9,5,6,4,8
587,2.639999999999999,34,99540,4,1.0,50,0.5,9.166666666666666,1,0,0,0,0,35.0,31.0,31.0,32.0,29,39,22,30,16
588,3.7199999999999998,7,99568,4,1.0,14,0.14,7.666666666666667,1,0,0,0,0,11.0,14.0,15.0,11.0,4,4,5,7,8
589,3.4399999999999995,14,99624,4,1.0,33,0.33,6.5,1,0,0,0,0,19.0,11.0,15.0,26.0,13,20,6,11,6
590,-5.000000000000005,200,100424,3,0.75,61,0.61,5.166666666666667,0,0,0,0,0,156.0,148.0,132.0,142.0,163,168,270,122,77
591,3.5999999999999996,10,100464,4,1.0,26,0.26,8.166666666666666,1,0,0,0,0,9.0,20.0,9.0,8.0,5,13,8,8,6
592,3.6799999999999997,8,100496,4,1.0,19,0.19,5.0,1,0,0,0,0,14.0,15.0,9.0,9.0,4,10,5,8,5
593,3.4399999999999995,14,100552,4,1.0,31,0.31,5.0,1,0,0,0,0,13.0,15.0,16.0,14.0,10,9,22,8,7
594,3.7199999999999998,7,100580,4,1.0,18,0.18,7.5,1,0,0,0,0,11.0,12.0,16.0,8.0,2,13,6,1,6
595,3.5999999999999996,10,100620,4,1.0,24,0.24,8.0,1,0,0,0,0,11.0,12.0,18.0,16.0,6,13,11,4,6
596,3.7199999999999998,7,100648,4,1.0,18,0.18,4.333333333333333,1,0,0,0,0,16.0,14.0,7.0,11.0,4,9,7,4,4
597,3.5199999999999996,12,100696,4,1.0,27,0.27,7.166666666666667,1,0,0,0,0,19.0,21.0,18.0,17.0,2,20,8,11,7
598,3.5999999999999996,10,100736,4,1.0,26,0.26,9.166666666666666,1,0,0,0,0,14.0,19.0,18.0,17.0,3,15,11,6,5
599,3.3599999999999994,16,100800,4,1.0,27,0.27,8.0,1,0,0,0,0,14.0,20.0,16.0,19.0,17,14,16,8,9
600,3.84,4,100816,4,1.0,10,0.1,8.0,1,0,0,0,0,7.0,5.0,6.0,8.0,5,2,2,3,4
601,3.4799999999999995,13,100868,4,1.0,29,0.29,7.5,1,0,0,0,0,21.0,16.0,20.0,16.0,5,13,12,17,5
602,3.5999999999999996,10,100908,4,1.0,21,0.21,3.8333333333333335,1,0,0,0,0,16.0,10.0,12.0,22.0,6,14,9,5,6
603,3.2399999999999993,19,100984,4,1.0,19,0.19,5.5,1,0,0,0,0,19.0,24.0,26.0,21.0,7,13,23,21,12
604,3.5999999999999996,10,101024,4,1.0,26,0.26,9.166666666666666,1,0,0,0,0,9.0,11.0,26.0,12.0,9,14,7,5,5
605,3.5199999999999996,12,101072,4,1.0,28,0.28,6.0,1,0,0,0,0,17.0,16.0,12.0,26.0,9,11,4,19,5
606,2.0399999999999983,49,101268,4,1.0,51,0.51,9.833333333333334,1,0,0,0,0,34.0,37.0,49.0,39.0,31,37,49,47,32
607,3.3999999999999995,15,101328,4,1.0,36,0.36,8.666666666666666,1,0,0,0,0,18.0,18.0,21.0,26.0,10,14,19,9,8
608,3.5199999999999996,12,101376,4,1.0,26,0.26,7.666666666666667,1,0,0,0,0,13.0,20.0,16.0,11.0,6,17,9,10,6
609,3.6799999999999997,8,101408,4,1.0,23,0.23,8.333333333333334,1,0,0,0,0,11.0,14.0,13.0,12.0,3,8,14,1,6
610,2.3999999999999986,40,101568,4,1.0,54,0.54,7.166666666666667,1,0,0,0,0,33.0,41.0,42.0,27.0,34,33,44,25,24
611,3.119999999999999,22,101656,4,1.0,38,0.38,5.833333333333333,1,0,0,0,0,22.0,19.0,23.0,24.0,11,28,18,15,16
612,3.5999999999999996,10,101696,4,1.0,24,0.24,6.5,1,0,0,0,0,11.0,17.0,14.0,18.0,3,8,10,11,8
613,3.6799999999999997,8,101728,4,1.0,21,0.21,8.833333333333334,1,0,0,0,0,16.0,7.0,14.0,21.0,3,10,8,6,5
614,3.76,6,101752,4,1.0,17,0.17,5.833333333333333,1,0,0,0,0,14.0,12.0,11.0,15.0,4,6,3,6,5
615,3.6799999999999997,8,101784,4,1.0,21,0.21,6.166666666666667,1,0,0,0,0,13.0,14.0,15.0,8.0,6,6,9,5,6
616,3.4799999999999995,13,101836,4,1.0,20,0.2,9.333333333333334,1,0,0,0,0,15.0,21.0,12.0,11.0,12,12,14,5,9
617,2.959999999999999,26,101940,4,1.0,34,0.34,6.666666666666667,1,0,0,0,0,31.0,27.0,23.0,27.0,17,18,31,28,10
618,3.4399999999999995,14,101996,4,1.0,31,0.31,7.666666666666667,1,0,0,0,0,17.0,14.0,20.0,15.0,15,7,13,12,9
619,2.999999999999999,25,102096,4,1.0,52,0.52,8.0,1,0,0,0,0,24.0,26.0,24.0,26.0,13,26,28,21,12
620,3.7199999999999998,7,102124,4,1.0,22,0.22,9.666666666666666,1,0,0,0,0,16.0,10.0,14.0,10.0,6,4,8,6,4
621,2.0399999999999983,49,102320,4,1.0,50,0.5,9.333333333333334,1,0,0,0,0,49.0,38.0,48.0,45.0,27,42,53,47,27
622,3.5599999999999996,11,102364,4,1.0,23,0.23,6.5,1,0,0,0,0,13.0,17.0,8.0,15.0,8,6,8,11,11
623,3.3599999999999994,16,102428,4,1.0,30,0.3,7.5,1,0,0,0,0,15.0,16.0,22.0,17.0,12,14,14,15,9
624,3.84,4,102444,4,1.0,12,0.12,3.8333333333333335,1,0,0,0,0,10.0,6.0,7.0,5.0,4,1,5,2,4
625,3.5599999999999996,11,102488,4,1.0,24,0.24,9.5,1,0,0,0,0,12.0,14.0,12.0,12.0,9,9,6,6,14
626,3.2799999999999994,18,102560,4,1.0,36,0.36,6.833333333333333,1,0,0,0,0,19.0,23.0,22.0,18.0,8,15,20,15,14
627,3.76,6,102584,4,1.0,16,0.16,7.833333333333333,1,0,0,0,0,4.0,10.0,11.0,11.0,1,9,3,3,8
628,2.839999999999999,29,102700,4,1.0,44,0.44,7.833333333333333,1,0,0,0,0,25.0,33.0,36.0,18.0,14,26,25,36,15
629,3.119999999999999,22,102788,4,1.0,43,0.43,10.0,1,0,0,0,0,25.0,22.0,17.0,23.0,20,10,19,26,13
630,3.7199999999999998,7,102816,4,1.0,17,0.17,8.166666666666666,1,0,0,0,0,10.0,15.0,15.0,9.0,2,9,8,4,5
631,3.6799999999999997,8,102848,4,1.0,16,0.16,8.0,1,0,0,0,0,14.0,12.0,10.0,11.0,3,9,8,6,6
632,3.84,4,102864,4,1.0,11,0.11,8.333333333333334,1,0,0,0,0,6.0,8.0,7.0,3.0,4,3,2,3,4
633,3.4799999999999995,13,102916,4,1.0,31,0.31,6.666666666666667,1,0,0,0,0,18.0,15.0,20.0,19.0,4,25,8,7,8
634,3.3999999999999995,15,102976,4,1.0,22,0.22,5.666666666666667,1,0,0,0,0,17.0,17.0,24.0,16.0,13,10,5,21,11
635,3.5999999999999996,10,103016,4,1.0,20,0.2,7.833333333333333,1,0,0,0,0,13.0,13.0,17.0,18.0,3,8,10,14,5
636,2.759999999999999,31,103140,4,1.0,47,0.47,7.5,1,0,0,0,0,19.0,34.0,34.0,25.0,24,36,26,29,9
637,3.2799999999999994,18,103212,4,1.0,27,0.27,8.0,1,0,0,0,0,16.0,21.0,10.0,18.0,16,13,6,27,10
638,3.5599999999999996,11,103256,4,1.0,26,0.26,7.833333333333333,1,0,0,0,0,21.0,11.0,16.0,15.0,13,5,6,16,4
639,3.3599999999999994,16,103320,4,1.0,40,0.4,10.166666666666666,1,0,0,0,0,20.0,18.0,18.0,14.0,10,14,19,16,5
640,3.6399999999999997,9,103356,4,1.0,20,0.2,6.333333333333333,1,0,0,0,0,16.0,16.0,11.0,12.0,2,10,11,9,4
641,3.4799999999999995,13,103408,4,1.0,31,0.31,7.5,1,0,0,0,0,19.0,15.0,19.0,12.0,7,11,15,15,4
642,2.639999999999999,34,103544,4,1.0,43,0.43,6.0,1,0,0,0,0,35.0,34.0,35.0,31.0,24,17,51,23,21
643,3.119999999999999,22,103632,4,1.0,41,0.41,9.833333333333334,1,0,0,0,0,14.0,21.0,20.0,24.0,19,20,15,18,16
644,2.1999999999999984,45,103812,4,1.0,52,0.52,6.166666666666667,1,0,0,0,0,42.0,33.0,37.0,36.0,28,40,43,39,30
645,3.5599999999999996,11,103856,4,1.0,30,0.3,3.6666666666666665,1,0,0,0,0,17.0,20.0,20.0,18.0,1,19,13,5,6
646,3.2799999999999994,18,103928,4,1.0,35,0.35,7.333333333333333,1,0,0,0,0,20.0,19.0,17.0,16.0,13,10,21,18,10
647,3.76,6,103952,4,1.0,15,0.15,8.833333333333334,1,0,0,0,0,5.0,13.0,9.0,4.0,3,7,6,3,5
648,3.8,5,103972,4,1.0,13,0.13,6.666666666666667,1,0,0,0,0,10.0,12.0,10.0,11.0,2,6,5,2,5
649,3.7199999999999998,7,104000,4,1.0,21,0.21,5.666666666666667,1,0,0,0,0,5.0,10.0,14.0,9.0,6,7,4,6,5
650,3.8,5,104020,4,1.0,15,0.15,4.333333333333333,1,0,0,0,0,6.0,17.0,6.0,11.0,1,6,6,2,5
651,3.8,5,104040,4,1.0,15,0.15,6.166666666666667,1,0,0,0,0,7.0,2.0,5.0,9.0,3,1,10,2,4
652,2.0399999999999983,49,104236,4,1.0,50,0.5,7.666666666666667,1,0,0,0,0,31.0,43.0,37.0,44.0,38,37,65,32,24
653,3.039999999999999,24,104332,4,1.0,38,0.38,8.333333333333334,1,0,0,0,0,21.0,26.0,20.0,23.0,19,19,28,19,11
654,3.5999999999999996,10,104372,4,1.0,28,0.28,8.0,1,0,0,0,0,15.0,21.0,14.0,10.0,3,6,7,18,6
655,3.6399999999999997,9,104408,4,1.0,24,0.24,5.833333333333333,1,0,0,0,0,12.0,11.0,13.0,9.0,7,6,7,10,6
656,3.2799999999999994,18,104480,4,1.0,34,0.34,8.333333333333334,1,0,0,0,0,22.0,20.0,16.0,15.0,10,14,25,10,13
657,3.079999999999999,23,104572,4,1.0,36,0.36,4.333333333333333,1,0,0,0,0,20.0,23.0,21.0,28.0,10,23,26,16,17
658,3.5199999999999996,12,104620,4,1.0,21,0.21,3.3333333333333335,1,0,0,0,0,17.0,14.0,17.0,14.0,12,7,19,3,7
659,3.6399999999999997,9,104656,4,1.0,21,0.21,6.833333333333333,1,0,0,0,0,4.0,7.0,14.0,16.0,5,7,14,5,5
660,3.6399999999999997,9,104692,4,1.0,22,0.22,6.5,1,0,0,0,0,13.0,18.0,13.0,18.0,8,11,6,6,5
661,3.4399999999999995,14,104748,4,1.0,30,0.3,9.666666666666666,1,0,0,0,0,16.0,18.0,13.0,14.0,3,13,19,14,7
662,1.719999999999998,57,104976,4,1.0,58,0.58,7.333333333333333,1,0,0,0,0,54.0,54.0,51.0,53.0,48,41,58,50,31
663,3.5599999999999996,11,105020,4,1.0,22,0.22,6.666666666666667,1,0,0,0,0,18.0,5.0,21.0,14.0,7,14,13,2,8
664,3.76,6,105044,4,1.0,16,0.16,7.5,1,0,0,0,0,14.0,6.0,6.0,5.0,3,8,3,5,5
665,3.6399999999999997,9,105080,4,1.0,23,0.23,8.333333333333334,1,0,0,0,0,19.0,20.0,8.0,14.0,4,10,11,4,7
666,3.5999999999999996,10,105120,4,1.0,26,0.26,7.666666666666667,1,0,0,0,0,12.0,14.0,7.0,15.0,7,9,10,5,9
667,3.6799999999999997,8,105152,4,1.0,19,0.19,6.833333333333333,1,0,0,0,0,11.0,12.0,9.0,13.0,5,4,11,8,4
668,3.8,5,105172,4,1.0,13,0.13,8.666666666666666,1,0,0,0,0,13.0,10.0,5.0,7.0,5,2,5,3,5
669,-5.000000000000005,200,105972,3,0.75,80,0.8,1.0,0,0,0,0,0,137.0,104.0,126.0,153.0,96,164,214,141,185
670,2.879999999999999,28,106084,4,1.0,45,0.45,8.166666666666666,1,0,0,0,0,14.0,39.0,21.0,31.0,19,20,32,19,22
671,3.3199999999999994,17,106152,4,1.0,34,0.34,9.333333333333334,1,0,0,0,0,20.0,25.0,17.0,17.0,10,12,23,13,10
672,3.76,6,106176,4,1.0,17,0.17,6.0,1,0,0,0,0,10.0,9.0,13.0,14.0,1,7,4,7,5
673,3.4399999999999995,14,106232,4,1.0,25,0.25,4.666666666666667,1,0,0,0,0,19.0,17.0,15.0,17.0,18,5,24,1,8
674,3.5199999999999996,12,106280,4,1.0,30,0.3,8.5,1,0,0,0,0,14.0,19.0,15.0,21.0,9,13,9,9,8
675,2.999999999999999,25,106380,4,1.0,38,0.38,10.0,1,0,0,0,0,32.0,26.0,15.0,26.0,12,20,32,20,16
676,3.5999999999999996,10,106420,4,1.0,21,0.21,4.666666666666667,1,0,0,0,0,10.0,21.0,18.0,11.0,5,10,13,5,7
677,3.3599999999999994,16,106484,4,1.0,39,0.39,8.0,1,0,0,0,0,15.0,19.0,20.0,16.0,8,17,17,14,8
678,1.199999999999998,70,106764,4,1.0,47,0.47,7.5,1,0,0,0,0,51.0,48.0,59.0,49.0,50,51,69,45,65
679,3.5999999999999996,10,106804,4,1.0,23,0.23,11.0,1,0,0,0,0,15.0,12.0,17.0,17.0,7,8,5,14,6
680,3.3199999999999994,17,106872,4,1.0,37,0.37,10.166666666666666,1,0,0,0,0,22.0,18.0,21.0,20.0,8,16,18,13,13
681,3.2399999999999993,19,106948,4,1.0,34,0.34,9.833333333333334,1,0,0,0,0,14.0,16.0,14.0,24.0,14,12,16,14,20
682,3.76,6,106972,4,1.0,17,0.17,5.333333333333333,1,0,0,0,0,14.0,7.0,11.0,5.0,5,4,7,3,5
683,2.959999999999999,26,107076,4,1.0,47,0.47,7.666666666666667,1,0,0,0,0,27.0,30.0,32.0,25.0,18,25,26,22,13
684,3.4799999999999995,13,107128,4,1.0,28,0.28,8.333333333333334,1,0,0,0,0,17.0,13.0,14.0,20.0,15,10,9,10,8
685,3.84,4,107144,4,1.0,9,0.09,4.333333333333333,1,0,0,0,0,4.0,7.0,12.0,7.0,1,1,6,2,6
686,3.4799999999999995,13,107196,4,1.0,26,0.26,7.166666666666667,1,0,0,0,0,16.0,11.0,16.0,16.0,17,7,13,8,7
687,3.84,4,107212,4,1.0,11,0.11,5.666666666666667,1,0,0,0,0,4.0,9.0,11.0,7.0,3,6,3,0,4
688,2.919999999999999,27,107320,4,1.0,38,0.38,4.166666666666667,1,0,0,0,0,22.0,27.0,27.0,31.0,18,17,21,29,23
689,2.959999999999999,26,107424,4,1.0,51,0.51,8.666666666666666,1,0,0,0,0,24.0,22.0,31.0,24.0,13,15,35,24,17
690,3.7199999999999998,7,107452,4,1.0,17,0.17,7.5,1,0,0,0,0,9.0,4.0,6.0,12.0,5,7,5,4,7
691,3.7199999999999998,7,107480,4,1.0,18,0.18,3.5,1,0,0,0,0,10.0,11.0,7.0,8.0,1,7,2,13,5
692,3.5199999999999996,12,107528,4,1.0,28,0.28,10.166666666666666,1,0,0,0,0,13.0,13.0,14.0,14.0,12,10,11,8,7
693,2.1599999999999984,46,107712,4,1.0,49,0.49,7.5,1,0,0,0,0,41.0,35.0,37.0,33.0,21,31,59,31,42
694,3.5199999999999996,12,107760,4,1.0,26,0.26,5.333333333333333,1,0,0,0,0,19.0,24.0,18.0,18.0,6,16,16,4,6
695,3.76,6,107784,4,1.0,15,0.15,3.5,1,0,0,0,0,6.0,12.0,13.0,6.0,8,1,9,1,5
696,3.4799999999999995,13,107836,4,1.0,23,0.23,8.333333333333334,1,0,0,0,0,11.0,8.0,17.0,15.0,4,12,21,6,9
697,3.1599999999999993,21,107920,4,1.0,30,0.3,7.666666666666667,1,0,0,0,0,25.0,28.0,24.0,17.0,3,16,23,24,18
698,3.4799999999999995,13,107972,4,1.0,30,0.3,7.666666666666667,1,0,0,0,0,17.0,16.0,16.0,27.0,5,10,21,11,5
699,3.6799999999999997,8,108004,4,1.0,13,0.13,7.666666666666667,1,0,0,0,0,7.0,3.0,8.0,12.0,7,5,8,3,9
700,3.119999999999999,22,108092,4,1.0,40,0.4,8.333333333333334,1,0,0,0,0,21.0,31.0,22.0,22.0,14,17,22,17,18
701,3.4799999999999995,13,108144,4,1.0,28,0.28,9.5,1,0,0,0,0,15.0,13.0,17.0,18.0,6,20,9,11,6
702,3.5199999999999996,12,108192,4,1.0,27,0.27,7.5,1,0,0,0,0,11.0,20.0,15.0,14.0,10,7,4,12,15
703,3.3999999999999995,15,108252,4,1.0,30,0.3,1.8333333333333333,1,0,0,0,0,15.0,15.0,22.0,14.0,3,27,9,8,13
704,3.76,6,108276,4,1.0,17,0.17,8.666666666666666,1,0,0,0,0,9.0,10.0,12.0,12.0,7,7,0,5,5
705,3.6399999999999997,9,108312,4,1.0,23,0.23,9.5,1,0,0,0,0,12.0,15.0,10.0,16.0,6,6,8,10,6
706,2.0799999999999983,48,108504,4,1.0,54,0.54,6.166666666666667,1,0,0,0,0,46.0,45.0,40.0,41.0,35,45,35,39,38
707,1.3599999999999979,66,108768,4,1.0,45,0.45,8.833333333333334,1,0,0,0,0,52.0,42.0,61.0,69.0,49,60,60,53,42
