episode,episode_return,episode_length,env_steps,items_collected_total,fraction_items_collected,unique_cells_visited,coverage_fraction,mean_pairwise_dist,success,agent0_items,agent1_items,agent2_items,agent3_items,agent0_dist,agent1_dist,agent2_dist,agent3_dist,freq_up,freq_down,freq_left,freq_right,freq_stay
1210,3.4799999999999995,13,151188,4,1.0,21,0.21,8.666666666666666,1,0,0,0,0,18.0,17.0,14.0,12.0,12,11,10,8,11
1211,3.7199999999999998,7,151216,4,1.0,18,0.18,9.333333333333334,1,0,0,0,0,9.0,14.0,7.0,12.0,6,4,5,6,7
1212,3.039999999999999,24,151312,4,1.0,39,0.39,7.833333333333333,1,0,0,0,0,33.0,28.0,24.0,20.0,25,19,14,21,17
1213,3.6399999999999997,9,151348,4,1.0,19,0.19,7.666666666666667,1,0,0,0,0,15.0,11.0,8.0,13.0,12,10,6,3,5
1214,3.7199999999999998,7,151376,4,1.0,16,0.16,7.0,1,0,0,0,0,6.0,6.0,7.0,5.0,7,6,8,2,5
1215,3.039999999999999,24,151472,4,1.0,42,0.42,9.166666666666666,1,0,0,0,0,28.0,22.0,22.0,25.0,25,27,16,18,10
1216,3.2799999999999994,18,151544,4,1.0,36,0.36,7.333333333333333,1,0,0,0,0,23.0,26.0,14.0,16.0,16,16,15,13,12
1217,3.5199999999999996,12,151592,4,1.0,30,0.3,10.5,1,0,0,0,0,15.0,13.0,11.0,12.0,11,14,11,4,8
1218,3.5999999999999996,10,151632,4,1.0,27,0.27,7.833333333333333,1,0,0,0,0,17.0,10.0,16.0,21.0,5,16,8,6,5
1219,2.6799999999999993,33,151764,4,1.0,56,0.56,8.5,1,0,0,0,0,32.0,26.0,40.0,34.0,31,37,20,25,19
1220,2.4799999999999986,38,151916,4,1.0,49,0.49,6.166666666666667,1,0,0,0,0,35.0,26.0,32.0,35.0,30,24,47,32,19
1221,3.84,4,151932,4,1.0,11,0.11,4.0,1,0,0,0,0,6.0,4.0,6.0,17.0,4,3,2,2,5
1222,3.4799999999999995,13,151984,4,1.0,26,0.26,6.666666666666667,1,0,0,0,0,12.0,12.0,15.0,7.0,11,12,12,6,11
1223,3.76,6,152008,4,1.0,14,0.14,6.5,1,0,0,0,0,8.0,17.0,6.0,6.0,4,5,1,8,6
1224,3.1999999999999993,20,152088,4,1.0,43,0.43,7.666666666666667,1,0,0,0,0,27.0,31.0,27.0,30.0,18,18,13,21,10
1225,3.6399999999999997,9,152124,4,1.0,26,0.26,6.0,1,0,0,0,0,14.0,15.0,17.0,8.0,9,10,10,1,6
1226,3.5999999999999996,10,152164,4,1.0,24,0.24,6.666666666666667,1,0,0,0,0,17.0,13.0,10.0,8.0,16,6,8,4,6
1227,3.5599999999999996,11,152208,4,1.0,26,0.26,7.0,1,0,0,0,0,11.0,13.0,20.0,16.0,10,6,10,9,9
1228,3.8,5,152228,4,1.0,12,0.12,7.333333333333333,1,0,0,0,0,15.0,6.0,8.0,7.0,4,3,4,3,6
1229,3.5599999999999996,11,152272,4,1.0,30,0.3,5.0,1,0,0,0,0,15.0,16.0,10.0,11.0,7,14,8,10,5
1230,3.5599999999999996,11,152316,4,1.0,26,0.26,7.166666666666667,1,0,0,0,0,17.0,13.0,12.0,15.0,6,11,15,8,4
1231,3.6399999999999997,9,152352,4,1.0,16,0.16,8.333333333333334,1,0,0,0,0,19.0,9.0,6.0,15.0,9,6,10,3,8
1232,-1.2400000000000033,131,152876,4,1.0,76,0.76,6.666666666666667,1,0,0,0,0,109.0,119.0,105.0,113.0,104,108,143,122,47
1233,3.6399999999999997,9,152912,4,1.0,26,0.26,8.833333333333334,1,0,0,0,0,17.0,10.0,8.0,10.0,8,6,12,6,4
1234,3.76,6,152936,4,1.0,14,0.14,8.666666666666666,1,0,0,0,0,13.0,14.0,13.0,5.0,3,7,3,4,7
1235,2.639999999999999,34,153072,4,1.0,50,0.5,8.5,1,0,0,0,0,37.0,29.0,31.0,34.0,33,28,37,28,10
1236,-5.000000000000005,200,153872,3,0.75,70,0.7,3.8333333333333335,0,0,0,0,0,189.0,180.0,164.0,175.0,163,161,240,174,62
1237,3.039999999999999,24,153968,4,1.0,40,0.4,9.0,1,0,0,0,0,21.0,27.0,26.0,31.0,25,11,35,16,9
1238,3.5599999999999996,11,154012,4,1.0,21,0.21,2.1666666666666665,1,0,0,0,0,18.0,15.0,18.0,20.0,6,12,17,3,6
1239,3.6399999999999997,9,154048,4,1.0,22,0.22,10.333333333333334,1,0,0,0,0,13.0,11.0,10.0,15.0,11,6,8,6,5
1240,3.4799999999999995,13,154100,4,1.0,30,0.3,7.333333333333333,1,0,0,0,0,15.0,15.0,18.0,26.0,7,12,6,18,9
1241,3.6799999999999997,8,154132,4,1.0,21,0.21,6.0,1,0,0,0,0,17.0,12.0,12.0,7.0,5,6,3,12,6
1242,3.7199999999999998,7,154160,4,1.0,20,0.2,4.0,1,0,0,0,0,12.0,11.0,14.0,9.0,9,1,8,6,4
1243,3.4799999999999995,13,154212,4,1.0,34,0.34,5.166666666666667,1,0,0,0,0,19.0,20.0,19.0,19.0,12,12,8,15,5
1244,3.76,6,154236,4,1.0,18,0.18,5.666666666666667,1,0,0,0,0,8.0,9.0,15.0,5.0,3,4,9,4,4
1245,3.6399999999999997,9,154272,4,1.0,19,0.19,1.0,1,0,0,0,0,12.0,10.0,10.0,16.0,9,3,8,8,8
1246,3.5599999999999996,11,154316,4,1.0,23,0.23,8.333333333333334,1,0,0,0,0,10.0,11.0,10.0,15.0,7,8,8,14,7
1247,3.3599999999999994,16,154380,4,1.0,38,0.38,5.666666666666667,1,0,0,0,0,13.0,15.0,15.0,21.0,21,7,19,8,9
1248,2.8,30,154500,4,1.0,43,0.43,7.5,1,0,0,0,0,24.0,36.0,31.0,28.0,15,28,36,32,9
1249,3.3599999999999994,16,154564,4,1.0,38,0.38,8.166666666666666,1,0,0,0,0,15.0,18.0,8.0,19.0,12,14,17,14,7
1250,3.4799999999999995,13,154616,4,1.0,34,0.34,6.833333333333333,1,0,0,0,0,15.0,21.0,19.0,21.0,10,5,25,7,5
1251,3.4399999999999995,14,154672,4,1.0,31,0.31,9.333333333333334,1,0,0,0,0,15.0,26.0,15.0,19.0,6,12,15,17,6
1252,3.4799999999999995,13,154724,4,1.0,33,0.33,7.166666666666667,1,0,0,0,0,13.0,12.0,19.0,17.0,7,11,17,8,9
1253,3.5599999999999996,11,154768,4,1.0,21,0.21,7.5,1,0,0,0,0,21.0,12.0,17.0,10.0,2,12,8,15,7
1254,3.8,5,154788,4,1.0,13,0.13,8.0,1,0,0,0,0,4.0,7.0,9.0,3.0,4,4,4,3,5
1255,3.7199999999999998,7,154816,4,1.0,17,0.17,5.166666666666667,1,0,0,0,0,14.0,10.0,11.0,12.0,10,2,6,6,4
1256,3.1999999999999993,20,154896,4,1.0,43,0.43,9.166666666666666,1,0,0,0,0,19.0,18.0,24.0,19.0,9,18,21,23,9
1257,3.7199999999999998,7,154924,4,1.0,22,0.22,7.5,1,0,0,0,0,11.0,15.0,13.0,11.0,5,6,6,7,4
1258,3.76,6,154948,4,1.0,12,0.12,7.166666666666667,1,0,0,0,0,8.0,15.0,10.0,5.0,4,2,3,9,6
1259,3.4799999999999995,13,155000,4,1.0,30,0.3,6.5,1,0,0,0,0,23.0,17.0,18.0,20.0,18,2,10,14,8
1260,3.8,5,155020,4,1.0,14,0.14,9.833333333333334,1,0,0,0,0,13.0,5.0,12.0,12.0,4,2,6,3,5
1261,3.7199999999999998,7,155048,4,1.0,20,0.2,7.666666666666667,1,0,0,0,0,16.0,13.0,13.0,7.0,3,8,6,7,4
1262,3.2799999999999994,18,155120,4,1.0,42,0.42,7.166666666666667,1,0,0,0,0,19.0,23.0,23.0,18.0,22,9,19,16,6
1263,-0.680000000000003,117,155588,4,1.0,79,0.79,6.166666666666667,1,0,0,0,0,108.0,107.0,107.0,92.0,92,112,112,105,47
1264,3.079999999999999,23,155680,4,1.0,46,0.46,6.833333333333333,1,0,0,0,0,21.0,29.0,20.0,26.0,15,25,21,20,11
1265,3.3199999999999994,17,155748,4,1.0,35,0.35,8.5,1,0,0,0,0,17.0,15.0,13.0,13.0,21,8,17,9,13
1266,3.4799999999999995,13,155800,4,1.0,23,0.23,5.333333333333333,1,0,0,0,0,14.0,17.0,20.0,14.0,10,5,23,4,10
1267,3.039999999999999,24,155896,4,1.0,45,0.45,7.833333333333333,1,0,0,0,0,24.0,27.0,17.0,25.0,13,25,24,19,15
1268,3.5199999999999996,12,155944,4,1.0,27,0.27,7.833333333333333,1,0,0,0,0,16.0,16.0,12.0,20.0,6,8,14,12,8
1269,2.639999999999999,34,156080,4,1.0,48,0.48,8.0,1,0,0,0,0,42.0,29.0,32.0,30.0,37,34,24,26,15
1270,3.7199999999999998,7,156108,4,1.0,20,0.2,3.0,1,0,0,0,0,4.0,18.0,9.0,13.0,2,7,6,7,6
1271,3.2799999999999994,18,156180,4,1.0,38,0.38,7.166666666666667,1,0,0,0,0,20.0,21.0,20.0,22.0,17,8,19,19,9
1272,3.7199999999999998,7,156208,4,1.0,21,0.21,6.833333333333333,1,0,0,0,0,7.0,12.0,8.0,15.0,8,3,11,2,4
1273,3.6799999999999997,8,156240,4,1.0,22,0.22,6.833333333333333,1,0,0,0,0,9.0,15.0,9.0,13.0,7,5,8,6,6
1274,2.2799999999999985,43,156412,4,1.0,55,0.55,7.666666666666667,1,0,0,0,0,32.0,41.0,42.0,40.0,31,39,43,34,25
1275,3.76,6,156436,4,1.0,16,0.16,8.166666666666666,1,0,0,0,0,11.0,11.0,11.0,6.0,4,5,4,6,5
1276,3.76,6,156460,4,1.0,15,0.15,4.833333333333333,1,0,0,0,0,13.0,14.0,10.0,15.0,3,6,7,1,7
1277,3.6399999999999997,9,156496,4,1.0,20,0.2,9.833333333333334,1,0,0,0,0,10.0,8.0,15.0,11.0,9,6,9,5,7
1278,2.5599999999999987,36,156640,4,1.0,64,0.64,9.0,1,0,0,0,0,41.0,35.0,45.0,34.0,34,40,23,29,18
1279,3.6799999999999997,8,156672,4,1.0,21,0.21,5.833333333333333,1,0,0,0,0,10.0,18.0,12.0,7.0,4,7,12,3,6
1280,3.7199999999999998,7,156700,4,1.0,20,0.2,6.833333333333333,1,0,0,0,0,7.0,6.0,5.0,8.0,4,6,2,9,7
1281,3.6799999999999997,8,156732,4,1.0,23,0.23,8.0,1,0,0,0,0,11.0,11.0,9.0,16.0,7,3,6,12,4
1282,2.1999999999999984,45,156912,4,1.0,59,0.59,8.166666666666666,1,0,0,0,0,41.0,41.0,43.0,46.0,33,39,43,41,24
1283,1.8799999999999986,53,157124,4,1.0,56,0.56,8.666666666666666,1,0,0,0,0,52.0,50.0,47.0,46.0,41,57,45,38,31
1284,3.3999999999999995,15,157184,4,1.0,30,0.3,6.166666666666667,1,0,0,0,0,24.0,21.0,17.0,17.0,21,6,9,14,10
1285,3.1599999999999993,21,157268,4,1.0,43,0.43,9.166666666666666,1,0,0,0,0,18.0,20.0,19.0,25.0,20,24,16,11,13
1286,3.76,6,157292,4,1.0,11,0.11,2.6666666666666665,1,0,0,0,0,14.0,11.0,10.0,8.0,9,1,3,6,5
1287,3.5999999999999996,10,157332,4,1.0,28,0.28,6.833333333333333,1,0,0,0,0,17.0,13.0,10.0,11.0,8,7,2,17,6
1288,3.6399999999999997,9,157368,4,1.0,25,0.25,8.833333333333334,1,0,0,0,0,13.0,11.0,7.0,13.0,9,7,8,7,5
1289,2.1999999999999984,45,157548,4,1.0,53,0.53,10.0,1,0,0,0,0,40.0,40.0,44.0,37.0,47,45,26,38,24
1290,3.7199999999999998,7,157576,4,1.0,15,0.15,4.0,1,0,0,0,0,8.0,16.0,17.0,13.0,7,8,7,1,5
1291,3.6399999999999997,9,157612,4,1.0,18,0.18,7.0,1,0,0,0,0,10.0,11.0,10.0,9.0,8,8,5,5,10
1292,3.5599999999999996,11,157656,4,1.0,29,0.29,7.666666666666667,1,0,0,0,0,20.0,14.0,12.0,18.0,3,16,8,12,5
1293,2.4399999999999986,39,157812,4,1.0,57,0.57,9.333333333333334,1,0,0,0,0,43.0,43.0,41.0,37.0,36,36,35,29,20
1294,3.5999999999999996,10,157852,4,1.0,31,0.31,6.166666666666667,1,0,0,0,0,15.0,16.0,18.0,12.0,6,7,3,20,4
1295,3.7199999999999998,7,157880,4,1.0,22,0.22,5.666666666666667,1,0,0,0,0,15.0,11.0,13.0,12.0,5,5,1,12,5
1296,3.2799999999999994,18,157952,4,1.0,36,0.36,8.833333333333334,1,0,0,0,0,22.0,12.0,23.0,20.0,14,16,8,19,15
1297,3.5999999999999996,10,157992,4,1.0,31,0.31,6.0,1,0,0,0,0,14.0,15.0,13.0,15.0,6,13,9,7,5
1298,1.4799999999999978,63,158244,4,1.0,65,0.65,8.333333333333334,1,0,0,0,0,57.0,70.0,54.0,55.0,60,63,48,45,36
1299,3.5999999999999996,10,158284,4,1.0,26,0.26,10.166666666666666,1,0,0,0,0,11.0,13.0,14.0,13.0,5,14,8,7,6
1300,3.8,5,158304,4,1.0,12,0.12,7.166666666666667,1,0,0,0,0,18.0,8.0,4.0,4.0,4,4,5,2,5
1301,3.84,4,158320,4,1.0,10,0.1,5.0,1,0,0,0,0,4.0,4.0,13.0,14.0,3,2,4,1,6
1302,3.6399999999999997,9,158356,4,1.0,24,0.24,8.166666666666666,1,0,0,0,0,10.0,11.0,17.0,11.0,3,7,11,7,8
1303,3.8,5,158376,4,1.0,13,0.13,7.0,1,0,0,0,0,8.0,9.0,5.0,11.0,2,6,4,2,6
1304,3.4399999999999995,14,158432,4,1.0,33,0.33,9.666666666666666,1,0,0,0,0,18.0,12.0,10.0,14.0,13,9,8,17,9
1305,3.3999999999999995,15,158492,4,1.0,34,0.34,8.666666666666666,1,0,0,0,0,15.0,18.0,17.0,20.0,11,14,10,18,7
1306,3.5999999999999996,10,158532,4,1.0,29,0.29,6.5,1,0,0,0,0,9.0,17.0,12.0,11.0,3,11,8,10,8
1307,3.5999999999999996,10,158572,4,1.0,18,0.18,9.833333333333334,1,0,0,0,0,12.0,12.0,14.0,12.0,6,10,9,8,7
1308,3.3999999999999995,15,158632,4,1.0,28,0.28,8.333333333333334,1,0,0,0,0,22.0,14.0,15.0,16.0,11,14,9,15,11
1309,3.5599999999999996,11,158676,4,1.0,33,0.33,8.5,1,0,0,0,0,15.0,26.0,11.0,17.0,1,15,9,14,5
1310,3.4799999999999995,13,158728,4,1.0,31,0.31,9.333333333333334,1,0,0,0,0,25.0,17.0,11.0,14.0,6,11,8,19,8
1311,3.6799999999999997,8,158760,4,1.0,22,0.22,7.333333333333333,1,0,0,0,0,14.0,12.0,10.0,14.0,5,12,4,6,5
1312,3.5599999999999996,11,158804,4,1.0,25,0.25,5.833333333333333,1,0,0,0,0,12.0,16.0,22.0,13.0,5,14,5,9,11
1313,3.4799999999999995,13,158856,4,1.0,27,0.27,8.5,1,0,0,0,0,15.0,10.0,9.0,12.0,7,15,10,13,7
1314,3.6799999999999997,8,158888,4,1.0,17,0.17,6.333333333333333,1,0,0,0,0,9.0,8.0,8.0,10.0,9,4,6,5,8
1315,3.5599999999999996,11,158932,4,1.0,22,0.22,6.5,1,0,0,0,0,7.0,18.0,9.0,17.0,4,9,4,19,8
1316,3.2799999999999994,18,159004,4,1.0,36,0.36,8.166666666666666,1,0,0,0,0,22.0,23.0,18.0,19.0,12,12,22,15,11
1317,3.5599999999999996,11,159048,4,1.0,28,0.28,7.166666666666667,1,0,0,0,0,14.0,15.0,16.0,17.0,10,15,6,9,4
1318,3.8,5,159068,4,1.0,15,0.15,5.166666666666667,1,0,0,0,0,9.0,7.0,8.0,12.0,1,5,2,7,5
1319,2.839999999999999,29,159184,4,1.0,40,0.4,7.666666666666667,1,0,0,0,0,37.0,30.0,30.0,24.0,19,23,32,27,15
1320,2.919999999999999,27,159292,4,1.0,46,0.46,7.5,1,0,0,0,0,23.0,31.0,27.0,28.0,27,27,18,27,9
1321,3.6799999999999997,8,159324,4,1.0,23,0.23,7.5,1,0,0,0,0,10.0,8.0,9.0,17.0,9,7,4,5,7
1322,3.5599999999999996,11,159368,4,1.0,28,0.28,7.0,1,0,0,0,0,22.0,17.0,13.0,13.0,14,6,7,11,6
1323,3.2399999999999993,19,159444,4,1.0,34,0.34,5.666666666666667,1,0,0,0,0,17.0,23.0,17.0,19.0,9,26,15,16,10
1324,3.6399999999999997,9,159480,4,1.0,29,0.29,4.333333333333333,1,0,0,0,0,11.0,15.0,19.0,11.0,5,3,6,18,4
1325,3.5199999999999996,12,159528,4,1.0,32,0.32,7.833333333333333,1,0,0,0,0,10.0,19.0,14.0,14.0,12,5,12,10,9
1326,3.6399999999999997,9,159564,4,1.0,25,0.25,7.0,1,0,0,0,0,16.0,11.0,10.0,14.0,8,8,9,6,5
1327,2.999999999999999,25,159664,4,1.0,50,0.5,7.666666666666667,1,0,0,0,0,24.0,23.0,25.0,28.0,16,23,19,29,13
1328,3.2799999999999994,18,159736,4,1.0,38,0.38,7.166666666666667,1,0,0,0,0,20.0,19.0,21.0,19.0,17,20,12,12,11
1329,3.5999999999999996,10,159776,4,1.0,22,0.22,5.166666666666667,1,0,0,0,0,10.0,10.0,12.0,20.0,7,5,8,14,6
1330,3.6399999999999997,9,159812,4,1.0,18,0.18,4.0,1,0,0,0,0,14.0,17.0,7.0,13.0,8,7,8,6,7
1331,3.7199999999999998,7,159840,4,1.0,18,0.18,8.166666666666666,1,0,0,0,0,12.0,14.0,8.0,11.0,4,9,7,3,5
1332,3.5599999999999996,11,159884,4,1.0,21,0.21,6.833333333333333,1,0,0,0,0,16.0,14.0,17.0,15.0,8,12,9,11,4
1333,3.6399999999999997,9,159920,4,1.0,23,0.23,6.0,1,0,0,0,0,20.0,16.0,7.0,16.0,6,6,9,10,5
1334,3.7199999999999998,7,159948,4,1.0,20,0.2,6.333333333333333,1,0,0,0,0,13.0,7.0,9.0,9.0,3,7,4,10,4
1335,3.6799999999999997,8,159980,4,1.0,19,0.19,6.5,1,0,0,0,0,16.0,11.0,11.0,11.0,2,13,7,4,6
1336,3.1599999999999993,21,160064,4,1.0,42,0.42,4.5,1,0,0,0,0,25.0,25.0,19.0,19.0,22,23,4,24,11
1337,3.5999999999999996,10,160104,4,1.0,20,0.2,9.333333333333334,1,0,0,0,0,11.0,17.0,16.0,13.0,8,11,8,9,4
1338,3.8,5,160124,4,1.0,16,0.16,5.833333333333333,1,0,0,0,0,14.0,9.0,13.0,7.0,1,6,1,8,4
1339,2.879999999999999,28,160236,4,1.0,40,0.4,7.166666666666667,1,0,0,0,0,29.0,33.0,31.0,25.0,20,19,22,38,13
1340,3.5999999999999996,10,160276,4,1.0,28,0.28,7.833333333333333,1,0,0,0,0,13.0,15.0,13.0,11.0,8,10,12,4,6
1341,3.4799999999999995,13,160328,4,1.0,33,0.33,8.333333333333334,1,0,0,0,0,17.0,19.0,11.0,22.0,10,16,14,7,5
1342,3.5599999999999996,11,160372,4,1.0,32,0.32,5.333333333333333,1,0,0,0,0,9.0,13.0,14.0,16.0,3,8,7,21,5
1343,-0.5200000000000029,113,160824,4,1.0,66,0.66,8.666666666666666,1,0,0,0,0,94.0,89.0,81.0,84.0,80,69,101,151,51
1344,3.2399999999999993,19,160900,4,1.0,28,0.28,5.833333333333333,1,0,0,0,0,15.0,14.0,20.0,28.0,10,17,14,21,14
1345,3.5999999999999996,10,160940,4,1.0,24,0.24,7.666666666666667,1,0,0,0,0,8.0,17.0,20.0,12.0,2,10,11,11,6
1346,3.5999999999999996,10,160980,4,1.0,24,0.24,4.166666666666667,1,0,0,0,0,18.0,16.0,14.0,13.0,13,1,5,15,6
1347,2.0799999999999983,48,161172,4,1.0,58,0.58,7.666666666666667,1,0,0,0,0,47.0,46.0,46.0,46.0,46,44,31,45,26
1348,3.6799999999999997,8,161204,4,1.0,23,0.23,3.6666666666666665,1,0,0,0,0,9.0,15.0,14.0,14.0,2,10,7,7,6
1349,3.5199999999999996,12,161252,4,1.0,25,0.25,6.666666666666667,1,0,0,0,0,21.0,11.0,11.0,11.0,7,8,17,7,9
1350,3.76,6,161276,4,1.0,15,0.15,4.666666666666667,1,0,0,0,0,8.0,11.0,12.0,11.0,1,6,6,7,4
1351,3.5199999999999996,12,161324,4,1.0,34,0.34,8.0,1,0,0,0,0,22.0,19.0,10.0,9.0,8,10,13,9,8
1352,3.4399999999999995,14,161380,4,1.0,30,0.3,6.166666666666667,1,0,0,0,0,13.0,12.0,21.0,19.0,16,10,14,7,9
1353,2.759999999999999,31,161504,4,1.0,35,0.35,7.833333333333333,1,0,0,0,0,24.0,28.0,26.0,26.0,22,15,26,36,25
1354,3.3599999999999994,16,161568,4,1.0,32,0.32,8.166666666666666,1,0,0,0,0,18.0,14.0,12.0,20.0,14,13,9,9,19
1355,3.5999999999999996,10,161608,4,1.0,26,0.26,6.5,1,0,0,0,0,15.0,12.0,18.0,15.0,9,6,12,4,9
1356,3.76,6,161632,4,1.0,20,0.2,8.166666666666666,1,0,0,0,0,11.0,12.0,14.0,7.0,5,3,2,10,4
1357,3.3999999999999995,15,161692,4,1.0,33,0.33,8.333333333333334,1,0,0,0,0,18.0,12.0,17.0,16.0,14,8,10,17,11
1358,3.76,6,161716,4,1.0,15,0.15,6.0,1,0,0,0,0,14.0,8.0,7.0,3.0,2,2,3,12,5
1359,3.6399999999999997,9,161752,4,1.0,24,0.24,5.5,1,0,0,0,0,20.0,11.0,9.0,15.0,5,7,4,11,9
1360,3.76,6,161776,4,1.0,16,0.16,4.666666666666667,1,0,0,0,0,5.0,10.0,6.0,10.0,5,5,2,7,5
1361,3.3599999999999994,16,161840,4,1.0,32,0.32,8.0,1,0,0,0,0,20.0,21.0,20.0,19.0,14,13,8,21,8
1362,2.5999999999999988,35,161980,4,1.0,49,0.49,7.333333333333333,1,0,0,0,0,32.0,28.0,25.0,29.0,34,16,40,26,24
1363,3.1599999999999993,21,162064,4,1.0,42,0.42,5.833333333333333,1,0,0,0,0,18.0,20.0,23.0,28.0,18,14,22,19,11
1364,-5.000000000000005,200,162864,3,0.75,63,0.63,1.5,0,0,0,0,0,154.0,157.0,116.0,147.0,179,88,188,206,139
1365,3.5599999999999996,11,162908,4,1.0,26,0.26,8.833333333333334,1,0,0,0,0,11.0,22.0,21.0,14.0,7,4,7,15,11
1366,3.6799999999999997,8,162940,4,1.0,20,0.2,7.166666666666667,1,0,0,0,0,12.0,16.0,6.0,12.0,7,2,4,13,6
1367,-0.9600000000000033,124,163436,4,1.0,63,0.63,8.833333333333334,1,0,0,0,0,82.0,77.0,84.0,115.0,122,61,106,133,74
1368,3.76,6,163460,4,1.0,16,0.16,4.833333333333333,1,0,0,0,0,13.0,7.0,8.0,12.0,8,1,8,3,4
1369,3.079999999999999,23,163552,4,1.0,39,0.39,6.166666666666667,1,0,0,0,0,27.0,26.0,28.0,19.0,25,10,19,21,17
1370,3.8,5,163572,4,1.0,12,0.12,6.5,1,0,0,0,0,13.0,10.0,11.0,6.0,2,5,6,2,5
1371,3.7199999999999998,7,163600,4,1.0,17,0.17,9.0,1,0,0,0,0,11.0,10.0,8.0,10.0,5,5,3,8,7
1372,3.1999999999999993,20,163680,4,1.0,41,0.41,7.5,1,0,0,0,0,15.0,21.0,24.0,17.0,22,8,16,17,17
1373,3.4399999999999995,14,163736,4,1.0,30,0.3,8.5,1,0,0,0,0,13.0,22.0,13.0,14.0,6,16,13,14,7
1374,3.2399999999999993,19,163812,4,1.0,37,0.37,7.833333333333333,1,0,0,0,0,17.0,18.0,26.0,15.0,15,6,16,26,13
1375,3.039999999999999,24,163908,4,1.0,39,0.39,9.166666666666666,1,0,0,0,0,22.0,30.0,25.0,17.0,17,18,19,25,17
1376,3.4799999999999995,13,163960,4,1.0,28,0.28,8.333333333333334,1,0,0,0,0,19.0,13.0,20.0,21.0,17,8,12,5,10
1377,3.6399999999999997,9,163996,4,1.0,27,0.27,5.5,1,0,0,0,0,16.0,14.0,13.0,12.0,4,11,5,11,5
1378,3.4399999999999995,14,164052,4,1.0,31,0.31,7.0,1,0,0,0,0,14.0,17.0,17.0,19.0,7,14,14,10,11
1379,2.2799999999999985,43,164224,4,1.0,43,0.43,8.0,1,0,0,0,0,25.0,37.0,40.0,28.0,50,27,26,38,31
1380,3.3999999999999995,15,164284,4,1.0,35,0.35,8.666666666666666,1,0,0,0,0,15.0,20.0,17.0,14.0,11,13,12,15,9
1381,3.8,5,164304,4,1.0,13,0.13,5.166666666666667,1,0,0,0,0,6.0,12.0,7.0,8.0,4,5,2,4,5
1382,3.5999999999999996,10,164344,4,1.0,20,0.2,6.5,1,0,0,0,0,12.0,16.0,12.0,10.0,5,20,3,5,7
1383,3.6799999999999997,8,164376,4,1.0,25,0.25,6.5,1,0,0,0,0,11.0,12.0,11.0,16.0,4,4,5,15,4
1384,3.4799999999999995,13,164428,4,1.0,26,0.26,9.833333333333334,1,0,0,0,0,9.0,13.0,17.0,17.0,6,9,19,8,10
1385,3.84,4,164444,4,1.0,11,0.11,5.0,1,0,0,0,0,12.0,9.0,11.0,17.0,3,4,2,3,4
1386,3.079999999999999,23,164536,4,1.0,41,0.41,9.0,1,0,0,0,0,11.0,27.0,20.0,18.0,18,27,13,15,19
1387,3.84,4,164552,4,1.0,11,0.11,6.333333333333333,1,0,0,0,0,16.0,13.0,4.0,7.0,2,4,3,2,5
1388,3.5999999999999996,10,164592,4,1.0,21,0.21,8.0,1,0,0,0,0,16.0,7.0,15.0,20.0,4,10,7,8,11
1389,2.879999999999999,28,164704,4,1.0,45,0.45,9.666666666666666,1,0,0,0,0,21.0,24.0,12.0,23.0,15,28,20,17,32
1390,3.3599999999999994,16,164768,4,1.0,39,0.39,8.166666666666666,1,0,0,0,0,27.0,20.0,20.0,22.0,15,17,12,9,11
1391,3.6399999999999997,9,164804,4,1.0,26,0.26,6.5,1,0,0,0,0,9.0,13.0,18.0,18.0,9,1,5,13,8
1392,3.4399999999999995,14,164860,4,1.0,28,0.28,6.333333333333333,1,0,0,0,0,16.0,15.0,11.0,13.0,14,15,10,6,11
1393,2.5199999999999987,37,165008,4,1.0,54,0.54,9.333333333333334,1,0,0,0,0,45.0,27.0,28.0,38.0,40,35,24,24,25
1394,3.8,5,165028,4,1.0,15,0.15,9.0,1,0,0,0,0,13.0,5.0,6.0,8.0,3,5,3,5,4
1395,3.76,6,165052,4,1.0,18,0.18,5.166666666666667,1,0,0,0,0,9.0,12.0,12.0,18.0,2,6,5,6,5
1396,3.76,6,165076,4,1.0,17,0.17,4.833333333333333,1,0,0,0,0,8.0,7.0,8.0,13.0,7,2,1,9,5
1397,3.4799999999999995,13,165128,4,1.0,28,0.28,6.666666666666667,1,0,0,0,0,17.0,16.0,14.0,14.0,10,17,13,4,8
1398,3.6399999999999997,9,165164,4,1.0,24,0.24,7.833333333333333,1,0,0,0,0,10.0,12.0,8.0,15.0,5,9,3,11,8
1399,3.5199999999999996,12,165212,4,1.0,27,0.27,7.166666666666667,1,0,0,0,0,17.0,8.0,13.0,20.0,16,7,5,10,10
1400,3.7199999999999998,7,165240,4,1.0,22,0.22,7.833333333333333,1,0,0,0,0,10.0,10.0,9.0,9.0,6,7,7,2,6
1401,3.5999999999999996,10,165280,4,1.0,23,0.23,7.166666666666667,1,0,0,0,0,14.0,6.0,9.0,9.0,4,9,5,11,11
1402,3.1999999999999993,20,165360,4,1.0,39,0.39,5.666666666666667,1,0,0,0,0,21.0,25.0,20.0,23.0,21,15,13,10,21
1403,3.5599999999999996,11,165404,4,1.0,27,0.27,8.166666666666666,1,0,0,0,0,11.0,14.0,18.0,16.0,10,12,6,11,5
1404,3.3999999999999995,15,165464,4,1.0,36,0.36,8.166666666666666,1,0,0,0,0,16.0,18.0,11.0,19.0,10,17,6,15,12
