episode,episode_return,episode_length,env_steps,items_collected_total,fraction_items_collected,unique_cells_visited,coverage_fraction,mean_pairwise_dist,success,agent0_items,agent1_items,agent2_items,agent3_items,agent0_dist,agent1_dist,agent2_dist,agent3_dist,freq_up,freq_down,freq_left,freq_right,freq_stay
598,2.959999999999999,26,75760,4,1.0,34,0.34,1.0,1,0,0,0,0,21.0,35.0,30.0,34.0,7,28,34,11,24
599,3.5599999999999996,11,75804,4,1.0,14,0.14,0.0,1,0,0,0,0,14.0,14.0,11.0,13.0,8,18,5,4,9
600,3.76,6,75828,4,1.0,18,0.18,6.333333333333333,1,0,0,0,0,14.0,13.0,6.0,11.0,10,1,2,7,4
601,3.2799999999999994,18,75900,4,1.0,33,0.33,0.0,1,0,0,0,0,25.0,16.0,23.0,18.0,6,32,5,18,11
602,3.4799999999999995,13,75952,4,1.0,20,0.2,1.8333333333333333,1,0,0,0,0,18.0,21.0,24.0,26.0,3,22,10,6,11
603,3.1999999999999993,20,76032,4,1.0,27,0.27,0.0,1,0,0,0,0,25.0,24.0,25.0,25.0,20,13,31,10,6
604,3.4799999999999995,13,76084,4,1.0,24,0.24,3.3333333333333335,1,0,0,0,0,9.0,14.0,13.0,14.0,4,17,13,0,18
605,3.4799999999999995,13,76136,4,1.0,20,0.2,1.0,1,0,0,0,0,19.0,14.0,17.0,18.0,7,9,1,26,9
606,3.3999999999999995,15,76196,4,1.0,27,0.27,0.5,1,0,0,0,0,17.0,20.0,17.0,13.0,20,5,22,1,12
607,3.039999999999999,24,76292,4,1.0,33,0.33,3.8333333333333335,1,0,0,0,0,27.0,26.0,25.0,10.0,28,13,24,4,27
608,3.3199999999999994,17,76360,4,1.0,37,0.37,1.3333333333333333,1,0,0,0,0,19.0,19.0,17.0,14.0,4,28,2,25,9
609,3.4799999999999995,13,76412,4,1.0,24,0.24,1.5,1,0,0,0,0,16.0,14.0,11.0,18.0,5,19,15,1,12
610,3.3199999999999994,17,76480,4,1.0,40,0.4,0.6666666666666666,1,0,0,0,0,17.0,21.0,13.0,18.0,29,3,21,2,13
611,3.5199999999999996,12,76528,4,1.0,30,0.3,3.5,1,0,0,0,0,13.0,24.0,15.0,13.0,9,11,4,13,11
612,3.119999999999999,22,76616,4,1.0,35,0.35,1.8333333333333333,1,0,0,0,0,22.0,20.0,23.0,15.0,14,21,20,6,27
613,3.2399999999999993,19,76692,4,1.0,31,0.31,0.5,1,0,0,0,0,19.0,15.0,21.0,23.0,5,21,6,21,23
614,3.2799999999999994,18,76764,4,1.0,24,0.24,0.5,1,0,0,0,0,19.0,16.0,14.0,23.0,17,9,12,18,16
615,3.5999999999999996,10,76804,4,1.0,25,0.25,3.6666666666666665,1,0,0,0,0,12.0,12.0,10.0,17.0,11,5,10,3,11
616,3.079999999999999,23,76896,4,1.0,38,0.38,0.5,1,0,0,0,0,30.0,31.0,5.0,23.0,25,6,20,13,28
617,3.5599999999999996,11,76940,4,1.0,22,0.22,0.5,1,0,0,0,0,9.0,11.0,10.0,12.0,5,4,2,27,6
618,3.3599999999999994,16,77004,4,1.0,23,0.23,0.0,1,0,0,0,0,25.0,16.0,20.0,20.0,28,4,11,13,8
619,3.1599999999999993,21,77088,4,1.0,37,0.37,1.8333333333333333,1,0,0,0,0,24.0,20.0,20.0,15.0,9,22,26,8,19
620,3.6799999999999997,8,77120,4,1.0,17,0.17,7.166666666666667,1,0,0,0,0,12.0,16.0,14.0,10.0,5,5,11,4,7
621,3.2399999999999993,19,77196,4,1.0,30,0.3,0.0,1,0,0,0,0,24.0,14.0,18.0,21.0,8,26,7,19,16
622,3.4799999999999995,13,77248,4,1.0,28,0.28,2.1666666666666665,1,0,0,0,0,10.0,11.0,23.0,23.0,13,5,8,13,13
623,3.3999999999999995,15,77308,4,1.0,34,0.34,0.5,1,0,0,0,0,20.0,16.0,15.0,17.0,2,26,18,7,7
624,3.6799999999999997,8,77340,4,1.0,21,0.21,2.3333333333333335,1,0,0,0,0,9.0,12.0,11.0,9.0,15,0,5,3,9
625,3.1599999999999993,21,77424,4,1.0,29,0.29,4.666666666666667,1,0,0,0,0,19.0,27.0,21.0,23.0,26,14,20,11,13
626,3.5599999999999996,11,77468,4,1.0,24,0.24,3.1666666666666665,1,0,0,0,0,13.0,9.0,7.0,16.0,2,8,15,5,14
627,3.5199999999999996,12,77516,4,1.0,23,0.23,1.3333333333333333,1,0,0,0,0,17.0,11.0,19.0,14.0,8,9,8,11,12
628,2.8799999999999994,28,77628,4,1.0,38,0.38,0.5,1,0,0,0,0,28.0,23.0,28.0,12.0,8,28,15,37,24
629,3.1999999999999993,20,77708,4,1.0,24,0.24,0.5,1,0,0,0,0,23.0,24.0,23.0,24.0,37,7,0,27,9
630,2.919999999999999,27,77816,4,1.0,33,0.33,1.0,1,0,0,0,0,29.0,17.0,23.0,18.0,12,19,25,5,47
631,3.4399999999999995,14,77872,4,1.0,30,0.3,3.1666666666666665,1,0,0,0,0,23.0,19.0,20.0,15.0,5,18,16,5,12
632,3.2799999999999994,18,77944,4,1.0,30,0.3,0.0,1,0,0,0,0,16.0,14.0,17.0,10.0,10,8,5,19,30
633,3.079999999999999,23,78036,4,1.0,41,0.41,1.6666666666666667,1,0,0,0,0,28.0,23.0,12.0,25.0,4,23,11,30,24
634,3.4399999999999995,14,78092,4,1.0,19,0.19,0.0,1,0,0,0,0,14.0,17.0,20.0,21.0,20,7,4,14,11
635,3.3199999999999994,17,78160,4,1.0,29,0.29,0.0,1,0,0,0,0,15.0,21.0,19.0,25.0,6,18,1,26,17
636,3.2399999999999993,19,78236,4,1.0,31,0.31,2.8333333333333335,1,0,0,0,0,18.0,17.0,20.0,24.0,11,19,25,2,19
637,2.919999999999999,27,78344,4,1.0,45,0.45,1.0,1,0,0,0,0,30.0,19.0,30.0,26.0,27,7,36,12,26
638,3.4799999999999995,13,78396,4,1.0,27,0.27,0.6666666666666666,1,0,0,0,0,9.0,26.0,20.0,19.0,23,1,8,12,8
639,3.1999999999999993,20,78476,4,1.0,32,0.32,1.0,1,0,0,0,0,21.0,20.0,24.0,23.0,16,31,24,0,9
640,3.5999999999999996,10,78516,4,1.0,19,0.19,1.8333333333333333,1,0,0,0,0,12.0,14.0,10.0,13.0,5,11,0,13,11
641,3.5199999999999996,12,78564,4,1.0,28,0.28,1.1666666666666667,1,0,0,0,0,17.0,18.0,13.0,14.0,1,20,16,5,6
642,3.119999999999999,22,78652,4,1.0,37,0.37,1.6666666666666667,1,0,0,0,0,20.0,25.0,17.0,21.0,30,5,19,14,20
643,3.1599999999999993,21,78736,4,1.0,32,0.32,0.5,1,0,0,0,0,24.0,22.0,23.0,26.0,19,20,7,32,6
644,3.3599999999999994,16,78800,4,1.0,27,0.27,4.166666666666667,1,0,0,0,0,21.0,8.0,17.0,8.0,9,15,9,7,24
645,3.3199999999999994,17,78868,4,1.0,28,0.28,0.5,1,0,0,0,0,22.0,24.0,16.0,24.0,3,26,14,14,11
646,3.1999999999999993,20,78948,4,1.0,29,0.29,7.833333333333333,1,0,0,0,0,15.0,11.0,12.0,20.0,21,9,5,23,22
647,3.76,6,78972,4,1.0,15,0.15,2.6666666666666665,1,0,0,0,0,4.0,14.0,21.0,10.0,1,4,7,3,9
648,3.7199999999999998,7,79000,4,1.0,19,0.19,2.5,1,0,0,0,0,11.0,12.0,7.0,11.0,5,5,4,7,7
649,3.7199999999999998,7,79028,4,1.0,18,0.18,2.6666666666666665,1,0,0,0,0,6.0,10.0,8.0,9.0,4,8,8,2,6
650,3.039999999999999,24,79124,4,1.0,26,0.26,2.6666666666666665,1,0,0,0,0,12.0,21.0,17.0,24.0,13,20,13,10,40
651,3.8,5,79144,4,1.0,13,0.13,3.8333333333333335,1,0,0,0,0,7.0,7.0,3.0,10.0,4,1,6,4,5
652,3.2799999999999994,18,79216,4,1.0,28,0.28,0.0,1,0,0,0,0,21.0,18.0,22.0,22.0,12,23,1,27,9
653,3.1999999999999993,20,79296,4,1.0,37,0.37,3.1666666666666665,1,0,0,0,0,24.0,18.0,20.0,19.0,27,8,17,8,20
654,3.3199999999999994,17,79364,4,1.0,27,0.27,0.6666666666666666,1,0,0,0,0,16.0,21.0,18.0,24.0,16,13,5,26,8
655,3.5999999999999996,10,79404,4,1.0,25,0.25,2.0,1,0,0,0,0,12.0,13.0,10.0,17.0,6,10,8,5,11
656,2.999999999999999,25,79504,4,1.0,38,0.38,0.5,1,0,0,0,0,27.0,18.0,22.0,26.0,13,25,29,9,24
657,3.039999999999999,24,79600,4,1.0,38,0.38,0.0,1,0,0,0,0,23.0,12.0,28.0,26.0,21,18,19,4,34
658,3.4399999999999995,14,79656,4,1.0,27,0.27,1.1666666666666667,1,0,0,0,0,17.0,15.0,17.0,20.0,11,19,18,3,5
659,3.5999999999999996,10,79696,4,1.0,24,0.24,3.1666666666666665,1,0,0,0,0,9.0,9.0,9.0,11.0,2,11,10,4,13
660,3.5199999999999996,12,79744,4,1.0,29,0.29,2.6666666666666665,1,0,0,0,0,12.0,23.0,16.0,20.0,5,20,5,9,9
661,3.2799999999999994,18,79816,4,1.0,36,0.36,0.6666666666666666,1,0,0,0,0,22.0,24.0,23.0,19.0,4,32,24,2,10
662,3.2799999999999994,18,79888,4,1.0,28,0.28,0.0,1,0,0,0,0,18.0,19.0,17.0,20.0,31,2,20,14,5
663,3.4799999999999995,13,79940,4,1.0,26,0.26,2.8333333333333335,1,0,0,0,0,15.0,22.0,18.0,20.0,5,5,23,0,19
664,3.3999999999999995,15,80000,4,1.0,24,0.24,0.0,1,0,0,0,0,18.0,19.0,15.0,13.0,7,20,11,12,10
665,3.5999999999999996,10,80040,4,1.0,24,0.24,2.5,1,0,0,0,0,12.0,13.0,8.0,18.0,5,7,22,0,6
666,3.3199999999999994,17,80108,4,1.0,24,0.24,0.5,1,0,0,0,0,24.0,21.0,15.0,20.0,6,28,6,12,16
667,3.5599999999999996,11,80152,4,1.0,21,0.21,0.5,1,0,0,0,0,14.0,14.0,15.0,13.0,8,1,23,4,8
668,3.5599999999999996,11,80196,4,1.0,28,0.28,4.833333333333333,1,0,0,0,0,12.0,15.0,11.0,20.0,8,13,11,4,8
669,3.5199999999999996,12,80244,4,1.0,35,0.35,2.5,1,0,0,0,0,20.0,18.0,15.0,15.0,6,9,1,24,8
670,3.4399999999999995,14,80300,4,1.0,29,0.29,6.166666666666667,1,0,0,0,0,19.0,12.0,25.0,12.0,18,3,18,7,10
671,3.4399999999999995,14,80356,4,1.0,25,0.25,2.5,1,0,0,0,0,14.0,15.0,20.0,19.0,4,19,9,20,4
672,3.5999999999999996,10,80396,4,1.0,23,0.23,3.8333333333333335,1,0,0,0,0,20.0,15.0,15.0,6.0,3,14,4,7,12
673,3.3599999999999994,16,80460,4,1.0,30,0.3,0.0,1,0,0,0,0,18.0,18.0,15.0,20.0,21,1,31,4,7
674,3.7199999999999998,7,80488,4,1.0,21,0.21,4.166666666666667,1,0,0,0,0,11.0,15.0,9.0,16.0,4,11,0,7,6
675,3.4399999999999995,14,80544,4,1.0,30,0.3,1.5,1,0,0,0,0,18.0,14.0,17.0,17.0,6,27,3,8,12
676,3.6399999999999997,9,80580,4,1.0,18,0.18,4.5,1,0,0,0,0,17.0,17.0,12.0,10.0,5,9,6,5,11
677,3.4399999999999995,14,80636,4,1.0,28,0.28,0.0,1,0,0,0,0,20.0,12.0,14.0,15.0,13,2,5,25,11
678,3.4799999999999995,13,80688,4,1.0,26,0.26,1.3333333333333333,1,0,0,0,0,13.0,21.0,19.0,23.0,20,2,10,15,5
679,2.679999999999999,33,80820,4,1.0,42,0.42,4.0,1,0,0,0,0,26.0,31.0,11.0,28.0,38,7,23,26,38
680,3.4799999999999995,13,80872,4,1.0,25,0.25,1.1666666666666667,1,0,0,0,0,15.0,15.0,17.0,18.0,4,21,5,18,4
681,3.3599999999999994,16,80936,4,1.0,30,0.3,1.1666666666666667,1,0,0,0,0,14.0,15.0,15.0,20.0,19,3,23,1,18
682,3.6799999999999997,8,80968,4,1.0,19,0.19,4.0,1,0,0,0,0,9.0,9.0,13.0,18.0,10,5,8,2,7
683,3.2399999999999993,19,81044,4,1.0,35,0.35,2.0,1,0,0,0,0,24.0,20.0,25.0,19.0,6,24,27,10,9
684,3.2799999999999994,18,81116,4,1.0,26,0.26,0.0,1,0,0,0,0,17.0,15.0,22.0,14.0,24,7,19,13,9
685,3.76,6,81140,4,1.0,14,0.14,3.6666666666666665,1,0,0,0,0,2.0,11.0,4.0,11.0,6,2,7,1,8
686,3.5199999999999996,12,81188,4,1.0,23,0.23,0.5,1,0,0,0,0,18.0,11.0,16.0,16.0,20,0,19,4,5
687,3.5199999999999996,12,81236,4,1.0,26,0.26,4.166666666666667,1,0,0,0,0,12.0,17.0,18.0,11.0,12,6,3,12,15
688,3.5999999999999996,10,81276,4,1.0,30,0.3,2.1666666666666665,1,0,0,0,0,13.0,12.0,20.0,17.0,2,11,2,20,5
689,3.3999999999999995,15,81336,4,1.0,28,0.28,4.333333333333333,1,0,0,0,0,14.0,9.0,18.0,22.0,3,18,9,14,16
690,3.4799999999999995,13,81388,4,1.0,22,0.22,3.5,1,0,0,0,0,9.0,20.0,16.0,12.0,3,14,10,6,19
691,3.5199999999999996,12,81436,4,1.0,19,0.19,2.1666666666666665,1,0,0,0,0,13.0,14.0,12.0,13.0,8,9,2,18,11
692,3.5599999999999996,11,81480,4,1.0,24,0.24,3.8333333333333335,1,0,0,0,0,14.0,11.0,15.0,10.0,5,20,4,5,10
693,2.759999999999999,31,81604,4,1.0,48,0.48,0.5,1,0,0,0,0,28.0,28.0,11.0,27.0,6,23,22,29,44
694,3.3999999999999995,15,81664,4,1.0,29,0.29,0.0,1,0,0,0,0,17.0,23.0,24.0,19.0,4,23,22,6,5
695,3.7199999999999998,7,81692,4,1.0,19,0.19,3.3333333333333335,1,0,0,0,0,7.0,9.0,9.0,7.0,14,1,5,2,6
696,3.119999999999999,22,81780,4,1.0,47,0.47,0.5,1,0,0,0,0,21.0,22.0,13.0,21.0,8,35,1,22,22
697,3.4799999999999995,13,81832,4,1.0,26,0.26,2.5,1,0,0,0,0,16.0,18.0,22.0,20.0,4,20,17,1,10
698,3.5199999999999996,12,81880,4,1.0,26,0.26,2.1666666666666665,1,0,0,0,0,17.0,10.0,18.0,23.0,3,24,11,3,7
699,3.6399999999999997,9,81916,4,1.0,23,0.23,3.1666666666666665,1,0,0,0,0,14.0,8.0,13.0,15.0,11,4,3,9,9
700,3.5199999999999996,12,81964,4,1.0,28,0.28,2.5,1,0,0,0,0,15.0,16.0,18.0,17.0,4,11,1,24,8
701,3.3199999999999994,17,82032,4,1.0,32,0.32,5.0,1,0,0,0,0,22.0,15.0,17.0,19.0,2,30,4,8,24
702,3.6399999999999997,9,82068,4,1.0,22,0.22,1.6666666666666667,1,0,0,0,0,9.0,17.0,8.0,10.0,12,4,4,9,7
703,3.1599999999999993,21,82152,4,1.0,22,0.22,0.6666666666666666,1,0,0,0,0,20.0,15.0,21.0,18.0,4,26,21,17,16
704,3.6399999999999997,9,82188,4,1.0,20,0.2,5.0,1,0,0,0,0,14.0,14.0,15.0,11.0,5,8,1,13,9
705,3.4399999999999995,14,82244,4,1.0,30,0.3,0.6666666666666666,1,0,0,0,0,13.0,14.0,19.0,24.0,2,19,5,23,7
706,3.3999999999999995,15,82304,4,1.0,33,0.33,4.5,1,0,0,0,0,28.0,20.0,21.0,26.0,9,12,6,27,6
707,3.3999999999999995,15,82364,4,1.0,30,0.3,0.6666666666666666,1,0,0,0,0,20.0,20.0,23.0,20.0,0,29,2,23,6
708,3.4799999999999995,13,82416,4,1.0,24,0.24,1.0,1,0,0,0,0,19.0,23.0,22.0,24.0,4,16,3,21,8
709,3.3599999999999994,16,82480,4,1.0,25,0.25,0.5,1,0,0,0,0,20.0,22.0,21.0,14.0,3,23,23,9,6
710,3.3199999999999994,17,82548,4,1.0,29,0.29,1.1666666666666667,1,0,0,0,0,24.0,26.0,23.0,25.0,3,24,26,3,12
711,3.2399999999999993,19,82624,4,1.0,26,0.26,0.0,1,0,0,0,0,20.0,26.0,28.0,23.0,5,6,38,15,12
712,3.039999999999999,24,82720,4,1.0,38,0.38,1.8333333333333333,1,0,0,0,0,25.0,24.0,27.0,29.0,14,35,22,5,20
713,3.6399999999999997,9,82756,4,1.0,16,0.16,7.666666666666667,1,0,0,0,0,14.0,18.0,8.0,13.0,2,11,6,6,11
714,3.5599999999999996,11,82800,4,1.0,21,0.21,5.166666666666667,1,0,0,0,0,14.0,9.0,14.0,24.0,6,12,9,8,9
715,3.5199999999999996,12,82848,4,1.0,20,0.2,0.0,1,0,0,0,0,15.0,13.0,11.0,16.0,23,2,4,11,8
716,3.5999999999999996,10,82888,4,1.0,21,0.21,1.6666666666666667,1,0,0,0,0,14.0,11.0,13.0,12.0,5,15,10,2,8
717,3.4799999999999995,13,82940,4,1.0,21,0.21,0.0,1,0,0,0,0,14.0,15.0,17.0,14.0,21,9,3,13,6
718,3.5999999999999996,10,82980,4,1.0,29,0.29,1.6666666666666667,1,0,0,0,0,11.0,13.0,10.0,12.0,2,21,2,10,5
719,3.3199999999999994,17,83048,4,1.0,28,0.28,0.0,1,0,0,0,0,20.0,18.0,21.0,21.0,5,26,21,9,7
720,3.3199999999999994,17,83116,4,1.0,38,0.38,1.0,1,0,0,0,0,18.0,25.0,24.0,25.0,20,4,30,8,6
721,3.2799999999999994,18,83188,4,1.0,28,0.28,1.1666666666666667,1,0,0,0,0,17.0,25.0,16.0,17.0,9,19,5,16,23
722,3.3599999999999994,16,83252,4,1.0,30,0.3,0.5,1,0,0,0,0,17.0,21.0,18.0,16.0,10,15,26,5,8
723,3.5199999999999996,12,83300,4,1.0,36,0.36,3.0,1,0,0,0,0,14.0,18.0,20.0,19.0,13,2,18,5,10
724,3.4399999999999995,14,83356,4,1.0,32,0.32,5.0,1,0,0,0,0,23.0,13.0,17.0,17.0,9,12,18,7,10
725,3.079999999999999,23,83448,4,1.0,40,0.4,1.0,1,0,0,0,0,22.0,29.0,27.0,24.0,20,21,35,10,6
726,3.4799999999999995,13,83500,4,1.0,31,0.31,2.6666666666666665,1,0,0,0,0,14.0,12.0,16.0,22.0,8,11,3,22,8
727,3.1599999999999993,21,83584,4,1.0,32,0.32,1.1666666666666667,1,0,0,0,0,11.0,31.0,26.0,27.0,23,20,4,22,15
728,3.76,6,83608,4,1.0,20,0.2,6.666666666666667,1,0,0,0,0,18.0,7.0,14.0,6.0,12,0,4,4,4
729,3.6399999999999997,9,83644,4,1.0,20,0.2,1.3333333333333333,1,0,0,0,0,14.0,13.0,12.0,15.0,1,17,5,6,7
730,3.5599999999999996,11,83688,4,1.0,25,0.25,1.8333333333333333,1,0,0,0,0,20.0,12.0,15.0,10.0,2,15,3,18,6
731,3.039999999999999,24,83784,4,1.0,43,0.43,0.6666666666666666,1,0,0,0,0,29.0,24.0,23.0,25.0,18,36,24,5,13
732,3.2399999999999993,19,83860,4,1.0,32,0.32,0.5,1,0,0,0,0,23.0,24.0,27.0,23.0,11,34,7,13,11
733,3.119999999999999,22,83948,4,1.0,32,0.32,0.0,1,0,0,0,0,19.0,29.0,24.0,25.0,6,27,32,10,13
734,3.4399999999999995,14,84004,4,1.0,26,0.26,3.8333333333333335,1,0,0,0,0,23.0,20.0,22.0,20.0,4,21,13,5,13
735,3.1599999999999993,21,84088,4,1.0,37,0.37,1.5,1,0,0,0,0,23.0,23.0,25.0,17.0,14,32,23,3,12
736,2.839999999999999,29,84204,4,1.0,49,0.49,3.3333333333333335,1,0,0,0,0,24.0,30.0,24.0,27.0,36,14,19,18,29
737,3.5599999999999996,11,84248,4,1.0,15,0.15,0.0,1,0,0,0,0,17.0,18.0,18.0,17.0,14,6,3,16,5
738,3.4799999999999995,13,84300,4,1.0,28,0.28,0.0,1,0,0,0,0,16.0,16.0,14.0,16.0,31,2,10,4,5
739,3.4799999999999995,13,84352,4,1.0,31,0.31,0.0,1,0,0,0,0,17.0,15.0,13.0,15.0,2,21,7,13,9
740,3.3199999999999994,17,84420,4,1.0,37,0.37,2.3333333333333335,1,0,0,0,0,16.0,19.0,14.0,15.0,16,5,23,6,18
741,3.7199999999999998,7,84448,4,1.0,14,0.14,1.5,1,0,0,0,0,6.0,11.0,11.0,13.0,11,7,5,1,4
742,3.2399999999999993,19,84524,4,1.0,25,0.25,5.666666666666667,1,0,0,0,0,16.0,17.0,17.0,7.0,3,18,12,9,34
743,3.5999999999999996,10,84564,4,1.0,24,0.24,0.5,1,0,0,0,0,9.0,12.0,12.0,18.0,12,5,11,1,11
744,1.7199999999999984,57,84792,4,1.0,35,0.35,0.5,1,0,0,0,0,37.0,37.0,34.0,36.0,41,20,22,42,103
745,3.2399999999999993,19,84868,4,1.0,45,0.45,0.0,1,0,0,0,0,26.0,22.0,26.0,25.0,30,7,22,5,12
746,3.3599999999999994,16,84932,4,1.0,23,0.23,0.0,1,0,0,0,0,16.0,20.0,18.0,20.0,8,11,27,5,13
747,3.4799999999999995,13,84984,4,1.0,23,0.23,0.0,1,0,0,0,0,18.0,14.0,18.0,16.0,4,22,13,6,7
748,3.119999999999999,22,85072,4,1.0,35,0.35,0.5,1,0,0,0,0,29.0,26.0,24.0,24.0,9,31,25,9,14
749,3.3599999999999994,16,85136,4,1.0,31,0.31,4.833333333333333,1,0,0,0,0,26.0,27.0,20.0,27.0,5,23,18,8,10
750,3.5199999999999996,12,85184,4,1.0,24,0.24,3.5,1,0,0,0,0,10.0,13.0,19.0,12.0,2,17,17,2,10
751,3.1599999999999993,21,85268,4,1.0,31,0.31,0.0,1,0,0,0,0,20.0,25.0,30.0,30.0,15,36,3,20,10
752,3.3199999999999994,17,85336,4,1.0,30,0.3,0.0,1,0,0,0,0,23.0,19.0,23.0,31.0,0,29,7,19,13
753,3.5999999999999996,10,85376,4,1.0,17,0.17,3.5,1,0,0,0,0,16.0,15.0,11.0,13.0,5,9,6,3,17
754,3.4399999999999995,14,85432,4,1.0,30,0.3,0.6666666666666666,1,0,0,0,0,13.0,18.0,15.0,19.0,4,19,24,1,8
755,3.5999999999999996,10,85472,4,1.0,24,0.24,6.5,1,0,0,0,0,14.0,12.0,20.0,17.0,3,12,8,6,11
756,3.5199999999999996,12,85520,4,1.0,28,0.28,2.0,1,0,0,0,0,15.0,19.0,18.0,13.0,8,19,7,7,7
757,3.5599999999999996,11,85564,4,1.0,23,0.23,0.5,1,0,0,0,0,13.0,16.0,16.0,20.0,12,2,2,24,4
758,3.6399999999999997,9,85600,4,1.0,19,0.19,3.6666666666666665,1,0,0,0,0,20.0,20.0,10.0,9.0,2,13,0,13,8
759,3.5199999999999996,12,85648,4,1.0,30,0.3,3.0,1,0,0,0,0,15.0,15.0,19.0,11.0,14,7,0,18,9
760,3.4399999999999995,14,85704,4,1.0,34,0.34,2.5,1,0,0,0,0,16.0,14.0,20.0,19.0,8,28,6,7,7
761,3.5199999999999996,12,85752,4,1.0,25,0.25,1.6666666666666667,1,0,0,0,0,13.0,17.0,12.0,17.0,13,4,4,17,10
762,3.039999999999999,24,85848,4,1.0,28,0.28,0.0,1,0,0,0,0,26.0,21.0,24.0,23.0,16,20,42,11,7
763,3.5999999999999996,10,85888,4,1.0,21,0.21,0.0,1,0,0,0,0,11.0,19.0,13.0,17.0,15,5,9,5,6
764,3.5599999999999996,11,85932,4,1.0,24,0.24,3.5,1,0,0,0,0,17.0,15.0,8.0,17.0,22,1,4,12,5
765,3.6399999999999997,9,85968,4,1.0,25,0.25,4.333333333333333,1,0,0,0,0,13.0,17.0,12.0,17.0,12,7,8,4,5
766,3.3599999999999994,16,86032,4,1.0,28,0.28,1.5,1,0,0,0,0,11.0,17.0,20.0,9.0,17,2,5,22,18
767,3.6799999999999997,8,86064,4,1.0,23,0.23,0.5,1,0,0,0,0,19.0,6.0,11.0,18.0,7,5,1,13,6
768,3.3999999999999995,15,86124,4,1.0,29,0.29,3.5,1,0,0,0,0,16.0,15.0,16.0,11.0,15,9,20,4,12
769,3.6799999999999997,8,86156,4,1.0,20,0.2,2.1666666666666665,1,0,0,0,0,10.0,9.0,16.0,11.0,13,0,6,9,4
770,3.6799999999999997,8,86188,4,1.0,16,0.16,4.166666666666667,1,0,0,0,0,11.0,13.0,11.0,9.0,4,8,13,1,6
771,3.2399999999999993,19,86264,4,1.0,38,0.38,2.0,1,0,0,0,0,18.0,22.0,24.0,19.0,20,15,27,1,13
772,3.4799999999999995,13,86316,4,1.0,31,0.31,4.666666666666667,1,0,0,0,0,17.0,14.0,21.0,14.0,16,3,19,1,13
773,3.5199999999999996,12,86364,4,1.0,25,0.25,6.833333333333333,1,0,0,0,0,18.0,12.0,9.0,10.0,3,22,5,3,15
774,3.5199999999999996,12,86412,4,1.0,23,0.23,5.5,1,0,0,0,0,9.0,17.0,10.0,12.0,5,9,12,7,15
775,3.5999999999999996,10,86452,4,1.0,27,0.27,0.5,1,0,0,0,0,11.0,13.0,9.0,19.0,8,5,20,0,7
776,3.4799999999999995,13,86504,4,1.0,32,0.32,1.1666666666666667,1,0,0,0,0,15.0,12.0,23.0,20.0,16,7,21,2,6
777,3.3999999999999995,15,86564,4,1.0,29,0.29,7.833333333333333,1,0,0,0,0,14.0,21.0,19.0,10.0,21,2,9,14,14
778,3.4799999999999995,13,86616,4,1.0,26,0.26,0.0,1,0,0,0,0,13.0,19.0,21.0,22.0,0,29,7,10,6
779,3.119999999999999,22,86704,4,1.0,28,0.28,0.0,1,0,0,0,0,30.0,28.0,30.0,28.0,13,29,30,5,11
780,3.3999999999999995,15,86764,4,1.0,28,0.28,3.0,1,0,0,0,0,18.0,27.0,20.0,25.0,3,18,28,1,10
781,3.1999999999999993,20,86844,4,1.0,27,0.27,0.0,1,0,0,0,0,24.0,23.0,28.0,23.0,27,9,13,22,9
782,3.079999999999999,23,86936,4,1.0,29,0.29,0.5,1,0,0,0,0,22.0,27.0,29.0,27.0,8,32,13,27,12
783,3.5599999999999996,11,86980,4,1.0,25,0.25,4.166666666666667,1,0,0,0,0,10.0,16.0,18.0,14.0,4,14,12,0,14
784,2.919999999999999,27,87088,4,1.0,42,0.42,0.0,1,0,0,0,0,35.0,22.0,28.0,28.0,36,32,25,6,9
785,3.4799999999999995,13,87140,4,1.0,30,0.3,1.8333333333333333,1,0,0,0,0,22.0,20.0,21.0,14.0,6,23,6,8,9
786,3.7199999999999998,7,87168,4,1.0,23,0.23,6.5,1,0,0,0,0,12.0,9.0,12.0,9.0,14,0,2,8,4
787,3.039999999999999,24,87264,4,1.0,22,0.22,1.1666666666666667,1,0,0,0,0,26.0,22.0,25.0,21.0,16,39,15,8,18
788,3.1599999999999993,21,87348,4,1.0,28,0.28,0.0,1,0,0,0,0,25.0,30.0,25.0,23.0,3,34,11,24,12
789,3.5599999999999996,11,87392,4,1.0,24,0.24,1.1666666666666667,1,0,0,0,0,21.0,16.0,21.0,21.0,5,16,4,15,4
790,3.5199999999999996,12,87440,4,1.0,25,0.25,2.5,1,0,0,0,0,11.0,12.0,15.0,16.0,1,24,9,5,9
791,3.3599999999999994,16,87504,4,1.0,31,0.31,0.6666666666666666,1,0,0,0,0,16.0,23.0,18.0,12.0,23,6,3,18,14
792,3.3199999999999994,17,87572,4,1.0,33,0.33,2.1666666666666665,1,0,0,0,0,15.0,21.0,23.0,20.0,11,29,16,2,10
793,3.3999999999999995,15,87632,4,1.0,25,0.25,5.166666666666667,1,0,0,0,0,13.0,19.0,25.0,21.0,19,7,17,11,6
794,3.3999999999999995,15,87692,4,1.0,29,0.29,0.5,1,0,0,0,0,22.0,16.0,21.0,13.0,3,25,23,4,5
795,3.2799999999999994,18,87764,4,1.0,33,0.33,1.3333333333333333,1,0,0,0,0,20.0,24.0,21.0,30.0,5,24,9,27,7
