episode,episode_return,episode_length,env_steps,items_collected_total,fraction_items_collected,unique_cells_visited,coverage_fraction,mean_pairwise_dist,success,agent0_items,agent1_items,agent2_items,agent3_items,agent0_dist,agent1_dist,agent2_dist,agent3_dist,freq_up,freq_down,freq_left,freq_right,freq_stay
1177,3.3999999999999995,15,108308,4,1.0,22,0.22,0.0,1,0,0,0,0,20.0,12.0,16.0,25.0,24,2,9,18,7
1178,3.079999999999999,23,108400,4,1.0,42,0.42,3.0,1,0,0,0,0,21.0,25.0,12.0,32.0,14,14,10,26,28
1179,3.7199999999999998,7,108428,4,1.0,19,0.19,3.8333333333333335,1,0,0,0,0,13.0,9.0,18.0,5.0,10,2,2,5,9
1180,3.5199999999999996,12,108476,4,1.0,32,0.32,0.0,1,0,0,0,0,17.0,17.0,15.0,20.0,5,13,0,23,7
1181,3.2399999999999993,19,108552,4,1.0,28,0.28,1.0,1,0,0,0,0,19.0,17.0,19.0,17.0,10,15,29,5,17
1182,3.5999999999999996,10,108592,4,1.0,26,0.26,3.8333333333333335,1,0,0,0,0,15.0,15.0,14.0,21.0,7,6,12,5,10
1183,3.7199999999999998,7,108620,4,1.0,22,0.22,3.8333333333333335,1,0,0,0,0,12.0,10.0,11.0,11.0,15,1,4,4,4
1184,3.6399999999999997,9,108656,4,1.0,21,0.21,1.0,1,0,0,0,0,12.0,12.0,8.0,9.0,0,13,3,11,9
1185,3.1999999999999993,20,108736,4,1.0,32,0.32,5.0,1,0,0,0,0,5.0,17.0,19.0,21.0,11,13,9,19,28
1186,3.2799999999999994,18,108808,4,1.0,23,0.23,0.0,1,0,0,0,0,28.0,26.0,18.0,28.0,6,20,25,13,8
1187,3.3999999999999995,15,108868,4,1.0,33,0.33,1.0,1,0,0,0,0,19.0,21.0,19.0,11.0,19,4,22,5,10
1188,3.3599999999999994,16,108932,4,1.0,29,0.29,0.0,1,0,0,0,0,19.0,19.0,21.0,21.0,5,18,15,18,8
1189,3.1999999999999993,20,109012,4,1.0,41,0.41,1.6666666666666667,1,0,0,0,0,23.0,24.0,19.0,22.0,1,27,7,22,23
1190,3.6799999999999997,8,109044,4,1.0,18,0.18,6.5,1,0,0,0,0,8.0,12.0,13.0,6.0,4,4,4,9,11
1191,3.079999999999999,23,109136,4,1.0,34,0.34,6.333333333333333,1,0,0,0,0,20.0,25.0,21.0,21.0,19,20,18,16,19
1192,3.3599999999999994,16,109200,4,1.0,36,0.36,0.0,1,0,0,0,0,15.0,15.0,13.0,17.0,26,6,22,0,10
1193,3.6799999999999997,8,109232,4,1.0,22,0.22,5.0,1,0,0,0,0,12.0,11.0,20.0,9.0,4,9,4,7,8
1194,3.4799999999999995,13,109284,4,1.0,22,0.22,4.833333333333333,1,0,0,0,0,14.0,20.0,15.0,8.0,8,17,6,7,14
1195,3.3199999999999994,17,109352,4,1.0,29,0.29,0.6666666666666666,1,0,0,0,0,17.0,19.0,25.0,26.0,9,22,29,2,6
1196,3.3999999999999995,15,109412,4,1.0,32,0.32,4.333333333333333,1,0,0,0,0,19.0,28.0,23.0,12.0,3,14,26,3,14
1197,2.759999999999999,31,109536,4,1.0,49,0.49,0.0,1,0,0,0,0,34.0,18.0,31.0,21.0,2,33,9,33,47
1198,3.5599999999999996,11,109580,4,1.0,31,0.31,2.6666666666666665,1,0,0,0,0,17.0,21.0,24.0,22.0,2,21,6,8,7
1199,3.5599999999999996,11,109624,4,1.0,27,0.27,4.333333333333333,1,0,0,0,0,8.0,16.0,15.0,15.0,1,16,6,14,7
1200,3.7199999999999998,7,109652,4,1.0,20,0.2,2.8333333333333335,1,0,0,0,0,18.0,14.0,6.0,15.0,2,12,4,5,5
1201,3.4799999999999995,13,109704,4,1.0,35,0.35,4.5,1,0,0,0,0,18.0,17.0,17.0,10.0,27,6,10,2,7
1202,3.4399999999999995,14,109760,4,1.0,25,0.25,1.1666666666666667,1,0,0,0,0,11.0,23.0,21.0,19.0,9,7,3,21,16
1203,3.8,5,109780,4,1.0,16,0.16,7.833333333333333,1,0,0,0,0,7.0,11.0,6.0,6.0,8,0,8,0,4
1204,3.3599999999999994,16,109844,4,1.0,34,0.34,3.1666666666666665,1,0,0,0,0,17.0,21.0,17.0,23.0,5,17,4,26,12
1205,3.2799999999999994,18,109916,4,1.0,19,0.19,0.5,1,0,0,0,0,27.0,20.0,23.0,28.0,24,8,2,28,10
1206,3.3599999999999994,16,109980,4,1.0,30,0.3,1.5,1,0,0,0,0,28.0,24.0,19.0,25.0,9,4,14,30,7
1207,3.6799999999999997,8,110012,4,1.0,15,0.15,1.0,1,0,0,0,0,10.0,14.0,13.0,10.0,6,7,4,7,8
1208,3.4799999999999995,13,110064,4,1.0,33,0.33,2.0,1,0,0,0,0,18.0,9.0,12.0,15.0,0,26,16,0,10
1209,3.4399999999999995,14,110120,4,1.0,28,0.28,1.1666666666666667,1,0,0,0,0,21.0,19.0,16.0,23.0,7,20,17,5,7
1210,3.4399999999999995,14,110176,4,1.0,25,0.25,2.6666666666666665,1,0,0,0,0,13.0,22.0,15.0,17.0,7,16,22,1,10
1211,3.7199999999999998,7,110204,4,1.0,16,0.16,4.5,1,0,0,0,0,15.0,6.0,5.0,15.0,6,2,13,0,7
1212,3.5199999999999996,12,110252,4,1.0,22,0.22,4.333333333333333,1,0,0,0,0,15.0,14.0,12.0,12.0,9,2,3,20,14
1213,3.6399999999999997,9,110288,4,1.0,23,0.23,3.1666666666666665,1,0,0,0,0,15.0,15.0,10.0,15.0,16,2,5,9,4
1214,3.5199999999999996,12,110336,4,1.0,22,0.22,5.166666666666667,1,0,0,0,0,19.0,13.0,10.0,12.0,7,8,9,14,10
1215,3.4799999999999995,13,110388,4,1.0,27,0.27,3.0,1,0,0,0,0,15.0,15.0,13.0,20.0,6,26,2,10,8
1216,3.4799999999999995,13,110440,4,1.0,35,0.35,3.6666666666666665,1,0,0,0,0,24.0,12.0,12.0,20.0,3,20,14,5,10
1217,3.4799999999999995,13,110492,4,1.0,27,0.27,5.166666666666667,1,0,0,0,0,17.0,17.0,10.0,13.0,8,4,18,8,14
1218,3.5599999999999996,11,110536,4,1.0,29,0.29,3.5,1,0,0,0,0,7.0,15.0,16.0,16.0,0,16,14,5,9
1219,3.3599999999999994,16,110600,4,1.0,37,0.37,1.3333333333333333,1,0,0,0,0,21.0,13.0,23.0,16.0,0,24,23,1,16
1220,3.1999999999999993,20,110680,4,1.0,37,0.37,0.6666666666666666,1,0,0,0,0,26.0,24.0,21.0,27.0,30,7,21,15,7
1221,3.8,5,110700,4,1.0,14,0.14,2.6666666666666665,1,0,0,0,0,10.0,5.0,10.0,5.0,6,4,2,3,5
1222,3.4399999999999995,14,110756,4,1.0,25,0.25,0.6666666666666666,1,0,0,0,0,13.0,10.0,19.0,12.0,10,14,22,1,9
1223,3.8,5,110776,4,1.0,15,0.15,7.0,1,0,0,0,0,7.0,14.0,9.0,10.0,2,3,4,6,5
1224,3.3599999999999994,16,110840,4,1.0,33,0.33,4.0,1,0,0,0,0,20.0,23.0,21.0,24.0,18,5,2,28,11
1225,3.5999999999999996,10,110880,4,1.0,20,0.2,0.6666666666666666,1,0,0,0,0,14.0,14.0,15.0,15.0,2,14,16,2,6
1226,3.6399999999999997,9,110916,4,1.0,25,0.25,1.8333333333333333,1,0,0,0,0,11.0,11.0,11.0,6.0,13,2,7,7,7
1227,3.4399999999999995,14,110972,4,1.0,24,0.24,0.0,1,0,0,0,0,18.0,16.0,19.0,14.0,28,4,8,11,5
1228,3.4799999999999995,13,111024,4,1.0,17,0.17,5.166666666666667,1,0,0,0,0,9.0,11.0,15.0,16.0,7,8,6,16,15
1229,3.5199999999999996,12,111072,4,1.0,29,0.29,0.5,1,0,0,0,0,10.0,19.0,16.0,11.0,4,17,13,8,6
1230,3.6399999999999997,9,111108,4,1.0,22,0.22,1.5,1,0,0,0,0,10.0,12.0,9.0,11.0,12,5,10,1,8
1231,3.4799999999999995,13,111160,4,1.0,22,0.22,0.6666666666666666,1,0,0,0,0,19.0,21.0,11.0,20.0,4,27,14,0,7
1232,2.999999999999999,25,111260,4,1.0,45,0.45,2.1666666666666665,1,0,0,0,0,29.0,31.0,30.0,29.0,5,29,29,26,11
1233,3.5999999999999996,10,111300,4,1.0,24,0.24,4.5,1,0,0,0,0,19.0,11.0,12.0,18.0,5,12,9,6,8
1234,3.6799999999999997,8,111332,4,1.0,25,0.25,1.6666666666666667,1,0,0,0,0,12.0,12.0,15.0,12.0,1,10,11,3,7
1235,3.2799999999999994,18,111404,4,1.0,37,0.37,3.5,1,0,0,0,0,21.0,22.0,14.0,20.0,7,20,26,2,17
1236,3.3599999999999994,16,111468,4,1.0,38,0.38,1.0,1,0,0,0,0,22.0,14.0,21.0,24.0,0,23,22,3,16
1237,3.3199999999999994,17,111536,4,1.0,33,0.33,0.0,1,0,0,0,0,19.0,17.0,29.0,23.0,24,5,26,1,12
1238,3.6799999999999997,8,111568,4,1.0,14,0.14,1.3333333333333333,1,0,0,0,0,11.0,9.0,17.0,17.0,3,7,14,1,7
1239,3.3599999999999994,16,111632,4,1.0,30,0.3,4.833333333333333,1,0,0,0,0,18.0,17.0,18.0,22.0,9,16,16,11,12
1240,3.3199999999999994,17,111700,4,1.0,33,0.33,0.0,1,0,0,0,0,24.0,23.0,24.0,22.0,6,24,6,23,9
1241,3.7199999999999998,7,111728,4,1.0,17,0.17,3.3333333333333335,1,0,0,0,0,15.0,13.0,7.0,7.0,2,6,3,11,6
1242,3.5199999999999996,12,111776,4,1.0,22,0.22,0.0,1,0,0,0,0,17.0,17.0,21.0,17.0,15,4,12,13,4
1243,3.4799999999999995,13,111828,4,1.0,35,0.35,1.0,1,0,0,0,0,20.0,15.0,18.0,19.0,8,4,3,29,8
1244,3.5599999999999996,11,111872,4,1.0,20,0.2,2.6666666666666665,1,0,0,0,0,13.0,10.0,16.0,17.0,5,8,16,5,10
1245,3.5999999999999996,10,111912,4,1.0,21,0.21,0.0,1,0,0,0,0,19.0,11.0,10.0,14.0,10,5,9,8,8
1246,3.6399999999999997,9,111948,4,1.0,24,0.24,1.6666666666666667,1,0,0,0,0,12.0,8.0,11.0,11.0,3,12,4,13,4
1247,3.4399999999999995,14,112004,4,1.0,33,0.33,2.5,1,0,0,0,0,18.0,9.0,14.0,16.0,6,9,25,0,16
1248,3.1599999999999997,21,112088,4,1.0,30,0.3,0.0,1,0,0,0,0,24.0,27.0,29.0,25.0,1,35,25,10,13
1249,3.5199999999999996,12,112136,4,1.0,29,0.29,2.5,1,0,0,0,0,22.0,19.0,19.0,13.0,0,17,11,13,7
1250,3.4399999999999995,14,112192,4,1.0,24,0.24,0.0,1,0,0,0,0,14.0,17.0,17.0,23.0,19,1,26,2,8
1251,3.3599999999999994,16,112256,4,1.0,31,0.31,0.0,1,0,0,0,0,22.0,22.0,20.0,22.0,3,26,9,20,6
1252,3.6399999999999997,9,112292,4,1.0,24,0.24,3.1666666666666665,1,0,0,0,0,8.0,14.0,21.0,14.0,1,19,9,0,7
1253,3.2799999999999994,18,112364,4,1.0,22,0.22,0.0,1,0,0,0,0,26.0,26.0,25.0,24.0,8,30,7,20,7
1254,3.6799999999999997,8,112396,4,1.0,19,0.19,6.333333333333333,1,0,0,0,0,7.0,10.0,12.0,13.0,7,4,10,3,8
1255,3.6399999999999997,9,112432,4,1.0,16,0.16,0.5,1,0,0,0,0,12.0,11.0,16.0,14.0,18,3,5,4,6
1256,3.3599999999999994,16,112496,4,1.0,35,0.35,1.6666666666666667,1,0,0,0,0,17.0,11.0,17.0,16.0,3,27,13,8,13
1257,3.7199999999999998,7,112524,4,1.0,19,0.19,6.166666666666667,1,0,0,0,0,10.0,15.0,8.0,14.0,5,12,5,2,4
1258,3.6799999999999997,8,112556,4,1.0,14,0.14,4.5,1,0,0,0,0,12.0,8.0,7.0,9.0,6,3,1,12,10
1259,3.5199999999999996,12,112604,4,1.0,22,0.22,0.0,1,0,0,0,0,21.0,16.0,17.0,21.0,30,0,7,7,4
1260,3.5599999999999996,11,112648,4,1.0,27,0.27,3.8333333333333335,1,0,0,0,0,19.0,12.0,7.0,19.0,19,3,13,3,6
1261,3.6399999999999997,9,112684,4,1.0,16,0.16,8.833333333333334,1,0,0,0,0,11.0,4.0,14.0,11.0,6,4,7,9,10
1262,3.3199999999999994,17,112752,4,1.0,35,0.35,0.0,1,0,0,0,0,26.0,22.0,23.0,20.0,19,4,29,9,7
1263,3.3599999999999994,16,112816,4,1.0,33,0.33,1.6666666666666667,1,0,0,0,0,16.0,17.0,12.0,25.0,0,22,13,5,24
1264,3.3999999999999995,15,112876,4,1.0,27,0.27,0.0,1,0,0,0,0,16.0,21.0,20.0,21.0,5,24,4,21,6
1265,3.5599999999999996,11,112920,4,1.0,25,0.25,6.333333333333333,1,0,0,0,0,11.0,15.0,15.0,13.0,16,4,14,1,9
1266,3.2799999999999994,18,112992,4,1.0,32,0.32,0.0,1,0,0,0,0,23.0,21.0,21.0,21.0,24,9,24,2,13
1267,3.2799999999999994,18,113064,4,1.0,28,0.28,1.5,1,0,0,0,0,19.0,16.0,18.0,18.0,5,22,9,23,13
1268,3.6399999999999997,9,113100,4,1.0,19,0.19,6.5,1,0,0,0,0,13.0,10.0,15.0,16.0,0,4,18,8,6
1269,3.5999999999999996,10,113140,4,1.0,25,0.25,4.0,1,0,0,0,0,12.0,11.0,14.0,10.0,3,21,4,6,6
1270,3.7199999999999998,7,113168,4,1.0,20,0.2,1.5,1,0,0,0,0,11.0,7.0,16.0,13.0,8,6,2,7,5
1271,3.3599999999999994,16,113232,4,1.0,26,0.26,0.5,1,0,0,0,0,14.0,22.0,16.0,20.0,25,3,6,21,9
1272,3.5199999999999996,12,113280,4,1.0,24,0.24,1.1666666666666667,1,0,0,0,0,15.0,16.0,14.0,17.0,4,13,22,1,8
1273,3.5599999999999996,11,113324,4,1.0,21,0.21,2.3333333333333335,1,0,0,0,0,10.0,13.0,11.0,17.0,12,1,8,8,15
1274,3.1999999999999993,20,113404,4,1.0,34,0.34,0.0,1,0,0,0,0,22.0,17.0,20.0,19.0,5,34,13,16,12
1275,3.3999999999999995,15,113464,4,1.0,29,0.29,0.0,1,0,0,0,0,12.0,24.0,18.0,16.0,7,14,22,2,15
1276,3.76,6,113488,4,1.0,13,0.13,3.8333333333333335,1,0,0,0,0,12.0,3.0,9.0,5.0,1,6,9,1,7
1277,3.3199999999999994,17,113556,4,1.0,34,0.34,6.333333333333333,1,0,0,0,0,17.0,18.0,17.0,17.0,16,8,10,26,8
1278,3.2399999999999993,19,113632,4,1.0,33,0.33,0.5,1,0,0,0,0,13.0,27.0,33.0,18.0,6,29,2,23,16
1279,3.6799999999999997,8,113664,4,1.0,13,0.13,5.0,1,0,0,0,0,14.0,14.0,13.0,14.0,4,6,11,4,7
1280,3.7199999999999998,7,113692,4,1.0,15,0.15,5.833333333333333,1,0,0,0,0,6.0,6.0,6.0,9.0,6,6,1,8,7
1281,3.5599999999999996,11,113736,4,1.0,30,0.3,6.833333333333333,1,0,0,0,0,13.0,10.0,11.0,18.0,4,8,6,16,10
1282,3.3999999999999995,15,113796,4,1.0,41,0.41,3.3333333333333335,1,0,0,0,0,15.0,26.0,21.0,17.0,4,18,4,24,10
1283,3.4799999999999995,13,113848,4,1.0,29,0.29,7.5,1,0,0,0,0,19.0,21.0,16.0,23.0,4,24,5,12,7
1284,3.3999999999999995,15,113908,4,1.0,29,0.29,0.0,1,0,0,0,0,18.0,14.0,21.0,20.0,19,2,27,7,5
1285,3.4799999999999995,13,113960,4,1.0,38,0.38,3.0,1,0,0,0,0,24.0,19.0,12.0,11.0,11,4,25,0,12
1286,3.4399999999999995,14,114016,4,1.0,17,0.17,0.0,1,0,0,0,0,17.0,18.0,15.0,14.0,22,6,8,11,9
1287,3.3599999999999994,16,114080,4,1.0,25,0.25,4.666666666666667,1,0,0,0,0,15.0,13.0,20.0,16.0,2,12,11,14,25
1288,3.6399999999999997,9,114116,4,1.0,25,0.25,6.666666666666667,1,0,0,0,0,10.0,15.0,11.0,12.0,12,0,13,3,8
1289,3.079999999999999,23,114208,4,1.0,34,0.34,0.0,1,0,0,0,0,21.0,26.0,29.0,26.0,19,28,2,31,12
1290,3.4799999999999995,13,114260,4,1.0,23,0.23,0.5,1,0,0,0,0,14.0,13.0,18.0,18.0,6,11,21,3,11
1291,3.5999999999999996,10,114300,4,1.0,23,0.23,0.0,1,0,0,0,0,11.0,16.0,15.0,11.0,16,5,2,13,4
1292,3.4799999999999995,13,114352,4,1.0,24,0.24,0.0,1,0,0,0,0,18.0,16.0,12.0,16.0,0,21,2,21,8
1293,3.4799999999999995,13,114404,4,1.0,28,0.28,4.666666666666667,1,0,0,0,0,14.0,14.0,12.0,16.0,3,14,14,2,19
1294,3.3999999999999995,15,114464,4,1.0,31,0.31,0.0,1,0,0,0,0,13.0,15.0,21.0,17.0,11,23,0,20,6
1295,3.6399999999999997,9,114500,4,1.0,24,0.24,2.5,1,0,0,0,0,17.0,15.0,23.0,14.0,5,9,1,16,5
1296,3.4799999999999995,13,114552,4,1.0,32,0.32,3.0,1,0,0,0,0,18.0,10.0,16.0,19.0,22,1,0,20,9
1297,3.5599999999999996,11,114596,4,1.0,28,0.28,4.0,1,0,0,0,0,15.0,19.0,19.0,15.0,3,14,13,7,7
1298,3.1999999999999993,20,114676,4,1.0,31,0.31,0.5,1,0,0,0,0,22.0,28.0,20.0,21.0,18,29,2,19,12
1299,3.5599999999999996,11,114720,4,1.0,25,0.25,5.0,1,0,0,0,0,13.0,11.0,9.0,24.0,4,17,0,9,14
1300,3.3199999999999994,17,114788,4,1.0,29,0.29,0.0,1,0,0,0,0,19.0,15.0,17.0,13.0,14,6,25,1,22
1301,3.5199999999999996,12,114836,4,1.0,24,0.24,1.6666666666666667,1,0,0,0,0,19.0,15.0,7.0,23.0,9,4,18,5,12
1302,3.6399999999999997,9,114872,4,1.0,21,0.21,3.5,1,0,0,0,0,10.0,21.0,17.0,9.0,1,10,16,2,7
1303,3.7199999999999998,7,114900,4,1.0,16,0.16,2.6666666666666665,1,0,0,0,0,9.0,9.0,7.0,14.0,1,8,12,1,6
1304,3.5199999999999996,12,114948,4,1.0,30,0.3,1.3333333333333333,1,0,0,0,0,15.0,14.0,12.0,15.0,6,15,2,20,5
1305,3.3999999999999995,15,115008,4,1.0,24,0.24,0.0,1,0,0,0,0,13.0,19.0,17.0,17.0,5,23,2,20,10
1306,3.5599999999999996,11,115052,4,1.0,23,0.23,1.1666666666666667,1,0,0,0,0,9.0,21.0,18.0,23.0,2,18,3,11,10
1307,3.4799999999999995,13,115104,4,1.0,25,0.25,5.5,1,0,0,0,0,15.0,17.0,19.0,7.0,4,21,8,7,12
1308,3.7199999999999998,7,115132,4,1.0,17,0.17,5.166666666666667,1,0,0,0,0,18.0,14.0,12.0,10.0,8,5,1,10,4
1309,3.4399999999999995,14,115188,4,1.0,31,0.31,2.6666666666666665,1,0,0,0,0,19.0,25.0,15.0,18.0,0,22,4,23,7
1310,3.5199999999999996,12,115236,4,1.0,25,0.25,2.8333333333333335,1,0,0,0,0,22.0,15.0,18.0,8.0,4,15,5,11,13
1311,3.5599999999999996,11,115280,4,1.0,31,0.31,1.6666666666666667,1,0,0,0,0,13.0,13.0,14.0,11.0,11,8,3,14,8
1312,3.3599999999999994,16,115344,4,1.0,25,0.25,0.0,1,0,0,0,0,21.0,20.0,13.0,20.0,8,17,3,21,15
1313,3.5599999999999996,11,115388,4,1.0,32,0.32,2.6666666666666665,1,0,0,0,0,15.0,18.0,9.0,14.0,4,12,3,17,8
1314,3.6399999999999997,9,115424,4,1.0,19,0.19,1.5,1,0,0,0,0,13.0,12.0,9.0,15.0,15,0,5,9,7
1315,3.5599999999999996,11,115468,4,1.0,31,0.31,2.0,1,0,0,0,0,10.0,14.0,12.0,15.0,2,24,1,11,6
1316,3.4799999999999995,13,115520,4,1.0,27,0.27,0.0,1,0,0,0,0,13.0,9.0,19.0,15.0,20,3,16,2,11
1317,3.5999999999999996,10,115560,4,1.0,29,0.29,2.0,1,0,0,0,0,18.0,13.0,10.0,17.0,2,15,15,3,5
1318,3.7199999999999998,7,115588,4,1.0,18,0.18,2.6666666666666665,1,0,0,0,0,9.0,7.0,14.0,6.0,1,13,3,5,6
1319,3.1999999999999993,20,115668,4,1.0,47,0.47,1.0,1,0,0,0,0,31.0,20.0,20.0,27.0,2,21,31,12,14
1320,3.3999999999999995,15,115728,4,1.0,37,0.37,1.5,1,0,0,0,0,14.0,16.0,20.0,23.0,22,4,19,6,9
1321,3.5999999999999996,10,115768,4,1.0,23,0.23,5.333333333333333,1,0,0,0,0,21.0,17.0,12.0,9.0,8,5,11,6,10
1322,3.039999999999999,24,115864,4,1.0,35,0.35,1.0,1,0,0,0,0,27.0,15.0,25.0,25.0,19,26,8,19,24
1323,3.3199999999999994,17,115932,4,1.0,31,0.31,0.0,1,0,0,0,0,20.0,22.0,23.0,21.0,8,22,27,1,10
1324,3.5599999999999996,11,115976,4,1.0,24,0.24,1.1666666666666667,1,0,0,0,0,14.0,21.0,13.0,11.0,14,8,4,14,4
1325,3.3999999999999995,15,116036,4,1.0,27,0.27,0.0,1,0,0,0,0,16.0,19.0,17.0,17.0,24,1,23,8,4
1326,3.6399999999999997,9,116072,4,1.0,22,0.22,5.5,1,0,0,0,0,19.0,14.0,10.0,16.0,10,2,16,3,5
1327,3.5199999999999996,12,116120,4,1.0,29,0.29,1.6666666666666667,1,0,0,0,0,19.0,21.0,11.0,8.0,16,3,3,17,9
1328,3.119999999999999,22,116208,4,1.0,29,0.29,0.0,1,0,0,0,0,26.0,23.0,21.0,24.0,18,30,24,4,12
1329,3.6399999999999997,9,116244,4,1.0,20,0.2,2.5,1,0,0,0,0,22.0,20.0,8.0,17.0,4,8,11,6,7
1330,3.6399999999999997,9,116280,4,1.0,20,0.2,0.5,1,0,0,0,0,11.0,14.0,9.0,14.0,9,7,6,5,9
1331,3.5199999999999996,12,116328,4,1.0,25,0.25,3.5,1,0,0,0,0,10.0,15.0,8.0,15.0,2,9,13,3,21
1332,3.5999999999999996,10,116368,4,1.0,26,0.26,1.3333333333333333,1,0,0,0,0,15.0,7.0,13.0,12.0,7,8,16,1,8
1333,3.4799999999999995,13,116420,4,1.0,22,0.22,2.3333333333333335,1,0,0,0,0,19.0,11.0,13.0,23.0,4,23,6,7,12
1334,3.5199999999999996,12,116468,4,1.0,22,0.22,0.5,1,0,0,0,0,14.0,16.0,13.0,16.0,12,4,11,12,9
1335,3.3199999999999994,17,116536,4,1.0,24,0.24,2.5,1,0,0,0,0,17.0,18.0,15.0,18.0,6,22,21,2,17
1336,3.1999999999999993,20,116616,4,1.0,28,0.28,0.5,1,0,0,0,0,18.0,17.0,22.0,19.0,29,16,1,21,13
1337,3.5999999999999996,10,116656,4,1.0,26,0.26,7.0,1,0,0,0,0,14.0,5.0,13.0,11.0,5,3,17,1,14
1338,3.6399999999999997,9,116692,4,1.0,18,0.18,3.5,1,0,0,0,0,11.0,9.0,14.0,13.0,5,7,6,9,9
1339,3.5599999999999996,11,116736,4,1.0,27,0.27,0.6666666666666666,1,0,0,0,0,17.0,13.0,17.0,14.0,24,2,6,3,9
1340,3.3199999999999994,17,116804,4,1.0,20,0.2,0.0,1,0,0,0,0,16.0,19.0,19.0,16.0,23,12,27,0,6
1341,3.1599999999999993,21,116888,4,1.0,38,0.38,1.0,1,0,0,0,0,23.0,19.0,29.0,29.0,8,18,35,12,11
1342,3.119999999999999,22,116976,4,1.0,34,0.34,1.0,1,0,0,0,0,23.0,19.0,21.0,27.0,14,30,1,22,21
1343,2.759999999999999,31,117100,4,1.0,40,0.4,0.0,1,0,0,0,0,26.0,24.0,20.0,22.0,35,11,30,3,45
1344,3.5599999999999996,11,117144,4,1.0,25,0.25,1.8333333333333333,1,0,0,0,0,25.0,19.0,16.0,21.0,3,7,22,2,10
1345,2.999999999999999,25,117244,4,1.0,35,0.35,1.1666666666666667,1,0,0,0,0,29.0,23.0,17.0,27.0,23,12,14,22,29
1346,3.5999999999999996,10,117284,4,1.0,24,0.24,1.8333333333333333,1,0,0,0,0,16.0,10.0,15.0,13.0,20,5,3,8,4
1347,3.4399999999999995,14,117340,4,1.0,39,0.39,4.833333333333333,1,0,0,0,0,17.0,14.0,20.0,23.0,11,16,1,23,5
1348,3.5999999999999996,10,117380,4,1.0,21,0.21,2.6666666666666665,1,0,0,0,0,18.0,17.0,11.0,9.0,5,12,9,4,10
1349,3.4399999999999995,14,117436,4,1.0,27,0.27,0.5,1,0,0,0,0,22.0,19.0,13.0,15.0,1,23,21,4,7
1350,3.3599999999999994,16,117500,4,1.0,22,0.22,0.5,1,0,0,0,0,26.0,24.0,20.0,22.0,11,25,7,15,6
1351,3.4399999999999995,14,117556,4,1.0,33,0.33,6.0,1,0,0,0,0,18.0,11.0,13.0,11.0,11,3,5,14,23
1352,3.4399999999999995,14,117612,4,1.0,21,0.21,0.0,1,0,0,0,0,19.0,19.0,13.0,13.0,23,4,19,0,10
1353,3.3999999999999995,15,117672,4,1.0,27,0.27,0.5,1,0,0,0,0,26.0,16.0,22.0,27.0,18,4,21,5,12
1354,3.4799999999999995,13,117724,4,1.0,28,0.28,2.1666666666666665,1,0,0,0,0,22.0,13.0,23.0,10.0,24,4,3,13,8
1355,3.3599999999999994,16,117788,4,1.0,26,0.26,0.0,1,0,0,0,0,13.0,16.0,24.0,18.0,18,6,25,5,10
1356,3.6799999999999997,8,117820,4,1.0,21,0.21,6.166666666666667,1,0,0,0,0,8.0,16.0,15.0,14.0,6,3,2,16,5
1357,3.4799999999999995,13,117872,4,1.0,27,0.27,0.5,1,0,0,0,0,20.0,16.0,15.0,11.0,20,2,23,0,7
1358,3.5999999999999996,10,117912,4,1.0,18,0.18,4.0,1,0,0,0,0,11.0,21.0,12.0,11.0,9,10,3,12,6
1359,3.6399999999999997,9,117948,4,1.0,21,0.21,3.6666666666666665,1,0,0,0,0,21.0,9.0,10.0,14.0,4,15,2,9,6
1360,3.76,6,117972,4,1.0,19,0.19,2.1666666666666665,1,0,0,0,0,6.0,10.0,15.0,14.0,5,6,3,6,4
1361,3.1599999999999993,21,118056,4,1.0,25,0.25,0.5,1,0,0,0,0,23.0,23.0,22.0,26.0,25,18,2,32,7
1362,3.2399999999999993,19,118132,4,1.0,22,0.22,0.0,1,0,0,0,0,16.0,18.0,18.0,17.0,6,27,28,1,14
1363,2.919999999999999,27,118240,4,1.0,41,0.41,0.0,1,0,0,0,0,16.0,36.0,32.0,32.0,20,19,30,5,34
1364,3.5599999999999996,11,118284,4,1.0,33,0.33,1.8333333333333333,1,0,0,0,0,15.0,15.0,13.0,18.0,5,24,0,9,6
1365,3.4799999999999995,13,118336,4,1.0,31,0.31,5.333333333333333,1,0,0,0,0,15.0,18.0,16.0,18.0,12,8,4,16,12
1366,2.919999999999999,27,118444,4,1.0,35,0.35,0.0,1,0,0,0,0,27.0,36.0,30.0,29.0,36,24,8,31,9
1367,3.3999999999999995,15,118504,4,1.0,24,0.24,3.0,1,0,0,0,0,18.0,10.0,24.0,18.0,18,9,12,4,17
1368,3.7199999999999998,7,118532,4,1.0,16,0.16,0.5,1,0,0,0,0,10.0,8.0,10.0,9.0,9,1,9,3,6
1369,3.1599999999999993,21,118616,4,1.0,29,0.29,0.0,1,0,0,0,0,24.0,22.0,24.0,25.0,27,7,23,7,20
1370,3.8,5,118636,4,1.0,12,0.12,3.8333333333333335,1,0,0,0,0,11.0,6.0,5.0,5.0,4,8,2,1,5
1371,3.5999999999999996,10,118676,4,1.0,24,0.24,3.0,1,0,0,0,0,13.0,14.0,13.0,9.0,2,18,9,4,7
